stage,blastomeres,eye,fin.epithelia,glial,mesenchyme,neural,notochord,otic,paraxial.mesoderm
  5-6,13.44,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,24.93,4.79,0,8.6
 14-21,0,0,0,0,0,5.32,0,0,0
 36-46,0,1.95,0,0,0,8.5,0,0,0
 48-58,0,0,0,0,0,2.79,0,0,0
 60-70,0,3.49,0,0,0,0,0,0,0
 72-82,0,261.42,0,0,0,0,0,0.67,0
 84-94,0,128,0,0,0,7.22,0,0,0
 96-106,0,42.44,1.54,1.33,0,9.26,0,0,0
108-118,0,80.28,0,6.59,2.89,9.82,0,0,0
120,0,418.13,0,0,0,8.07,0,0,0
