stage,epidermis,eye,glial,heart,iridophores,mesenchyme,mucous,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0,3.77,0,1.08
 24-34,0,0,0,1.97,0,0,0,0.65,0.69,0
 36-46,0,0,0,0,0,0,0,1.78,0,1.25
 48-58,0,1.18,1.32,0,3.23,0,0,2.5,0.42,0
 60-70,0,0,0,0,0,0,3.12,3.31,0,0
 72-82,0,1.15,0,0,0,2.17,0,0,1.68,0
 84-94,0,0,0,0,0,0.89,0,0,0,0.99
 96-106,0,0,0,0,0,0,0,4.24,0,0
108-118,0.82,0,0,0,0,0,0,1.65,0,0
120,1.08,0,0,0,0,0,0,0,0,0
