stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,112.11,4446.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.62,0,0,0,0,0,0,0,0,0,0,0
  5-6,173.11,2176.27,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7,0,0,0,12.81,0,36.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,33.41,37.82,0,77.69,0,0,0,157.73,0,0,0,0,0,26.93,0,0,0,0,0,0,0,0,0,0,0,1113.69,102.02,0,0,392.7,0,12.93,73.86,0,0,0,0,0,0,0,0,0,0
 10-12,0,77.13,0,66.63,0,17.1,0,138.1,0,0,0,0,0,35.94,0,0,0,0,0,0,0,0,0,0,0,1535.44,67.85,0,0,471.53,0,4.24,17.08,0,69.51,0,0,0,0,0,0,0,0
 14-21,0,0,2.11,6.29,35.64,7.92,0,12.08,0,0,0,2.42,2.14,5.43,0.97,0,0,0,0,0,0,8.73,0,0,15.45,169.55,4.59,0.95,3.34,9.08,0,19.31,1.23,28.02,5.34,2.67,25.35,56.62,0,0,0,0,0
 24-34,0,0,0,2.04,11.55,2.67,0,24.69,0,1.41,1.81,7.67,1.36,2.21,0,0,2.42,0,1.52,0,0.64,32.85,0,1.21,9.99,342.87,2.26,1.86,9.15,0,0,59.96,0,0,5.01,0,5.2,78.07,0,0,26.56,0,1.49
 36-46,0,0,0,0,11.14,0.81,0,37.98,12.32,6.48,7.48,17.06,0.74,0,0,4.51,1.02,0,1.24,0,0,35.79,0.95,1.32,12.33,414.81,0,2.14,2.79,0,0,47.8,0,0,0,0,0,92.61,0,0,15.21,0,5.38
 48-58,0,0,0,0,21.98,2.7,0,140.4,1.36,0.55,3.31,30.41,0,0,0,3.9,4.15,5.25,0,0,1.56,55.42,1.31,1.33,6.42,319.7,0.38,2.38,4.89,0,0,36.61,0,0,0,0,0,71.19,0,0.49,2.18,0,11.41
 60-70,0,0,0,0,13.71,2.9,0,175.35,0.59,3.43,0.93,35.13,1.65,4.94,0,1.51,0.67,1.28,1.8,0,4.38,55.46,0,1.61,6.6,249.03,1.1,4.98,0,0,0,40.75,0,0,0.73,0,0,51.58,0,5.16,6.03,0.71,7.3
 72-82,0,0,0,0,14.02,14.35,0,125.3,0,0,4.1,31.78,3.85,0,0,5.02,0,0.5,5.13,0,0,70.47,2.01,2.02,8.13,218.63,0,4,3.19,0,0.89,15.13,0,0,0,0.55,0,15.85,1.51,0,12.63,1.42,17.87
 84-94,0,0,0,0,27.88,9.29,0,107.25,0,9.12,0,35.08,2.75,0,1.45,8.31,2.05,2.07,5.1,11.45,6.25,62.75,4.86,6.41,7.47,149.89,0.61,2.79,4.17,0,0,64.55,0,0,4.42,0,0,18.85,6.89,0,8.19,0.61,5.99
 96-106,0,0,1.19,0,24.33,17.61,2.87,65.52,0,6.79,1.96,46.65,4.57,0,2.27,9.48,3.56,1.84,3.57,2.14,0,90.87,5.98,0,5.07,111.91,0,0.67,7.08,0,4.28,84.83,0,0,0.61,0,0,15.33,1.39,4.14,7.48,4.78,0.75
108-118,0,0,0,0,31.34,7.2,0.65,72.23,0,3.65,0.98,32.32,7.04,0,0,15.09,2.39,3.07,4.76,4.77,0,40.48,0,0.66,0.44,135.41,0.77,1.31,5.83,0,0,36.73,0,0,0,0,0,4.91,2.73,0,9.09,1.28,2.62
120,0,0,1.37,0,40.25,7.47,7.29,96.36,0,5.5,0,52.07,10.73,0,0,20.24,7.81,4.02,2.87,3.79,1.51,46.87,2.46,2.21,4.67,204.81,0,20.69,17.61,0,0,54.17,0,0,10.13,0,0,0,1.06,8.97,19.95,0,3.14
