stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord
 10-12,0,0,0,0,0,0,0,0,5.01,0,0
 14-21,1.21,0,0,0,0,0,2.96,0,0,0,0
 24-34,0,0,0,0,0,0,23.93,1.7,0,0,0.75
 36-46,0,0,1.45,0,0,0.58,31.9,0,0,12.06,0
 48-58,0,0,2.65,0,0.8,0,47.76,0,0,0,0.45
 60-70,0,0,0,0,0,0,28.52,0,0,0,0
 72-82,0,4.33,0,0,0,0,34.54,0,0,0,2.76
 96-106,0,5.31,0,0,0,0,9.09,0,0,0,0
108-118,0,1.48,0,1.11,0,1.13,1.51,0,0,0,0
120,0,0,0,0,0,0,0,0,0,2.05,0
