stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.99,698.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.41,0,0,0,0,0,0,0,0,0,0
  5-6,8.45,294.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.94,17.4,0,22.73,0,0,0,25.47,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,254.09,0,0,0,81.74,0,3.78,27.5,0,0,0,0,0,0,0,0,0
 10-12,0,14.34,0,57.32,0,0,0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.21,5.32,0,0,101.02,0,0,28.21,0,15.95,5.73,0,0,0,0,0,0
 14-21,0,0,0,2.18,29.97,13.67,0,9.5,0,0,0,1.17,0,0,1.22,0,0.82,0,0,1.19,1.65,16.74,0,0,18.21,136.15,1.99,0,0.98,3.9,0,1.51,3.44,17.95,0.81,15.86,37.54,0,0,1,0,0
 24-34,0,0,0,3.23,7.15,0.67,0,31.93,0,0.62,0.61,4.6,0,0,1.06,0,0.67,0,0,0.65,0,20.78,0,0,3.82,247.05,0.59,4.49,3.18,1,3.82,7.17,0,0,0,1.52,47.28,0,0,9.46,0,0.79
 36-46,0,0,0,0,11.52,0,0,26.47,0,0,0,23.18,0.72,0,0,0.89,0,0,0,0,0,24.95,0,0,10.3,311.23,1.44,3.94,2.78,0,0,3.68,0,0,0.81,0,48.15,0,0,2.5,0,0
 48-58,0,0,0,0,5.86,0,0,69.09,0,1.03,1.82,36.77,0,2.16,0,0,0,0,1.46,0,0.39,36.48,0,1.45,8.39,235.07,0,1.02,2.94,0,0,2.67,0.65,0,0.4,0,59.24,0,0,5.18,0.5,7.33
 60-70,0,0,0,0,2.19,0,0,59.92,0,1.86,0,23.03,0,0,0,0,2.84,0,0.82,0,0,52.74,2.04,2.06,2.17,187.71,2.34,3.68,2.31,0,0.84,9.76,0,0,0,0,30.91,0,0,13.68,0,10.23
 72-82,0,0,1.14,0,4.63,1.6,0,74.14,0.82,0,1.12,39.54,2.8,0.59,0.66,0.53,0,4.43,0.6,0,0,66.79,0,0,3.06,171.07,0,4.17,0,0,0,6.03,0,0,0,0,20.31,0,0,19.18,0,10.37
 84-94,0,0,0,0,11.95,0,0,47.67,0,1.72,2.06,30.99,1.42,0,0,3.05,0.89,1.06,1.32,0,0,47.53,0,7.83,4.43,116.55,0,4.69,2.4,0,2.68,22.15,0,0,0,0,8.47,1.51,0.64,13.6,0,0
 96-106,0,0,0,0,5.31,4.65,0,64.8,0,0.71,3.84,24.33,2.82,0,2.23,3.67,0,1.85,1.27,1.39,0,41.42,3.66,5.97,3.9,113.81,0,3.92,7.3,0,9.31,21.53,0,0,0.89,0,25.7,1.64,0,6.09,0.56,9.61
108-118,0,0,3.68,0,19.27,0.42,3.86,68.89,0,2.56,3.44,20.21,1.34,0,0.99,3.59,1.1,2.58,3.38,0.98,0,64.7,1.09,2.26,4.93,167.88,0.55,5.45,5.12,0,2.93,19.47,0,0,0,0,6.31,5.26,2.92,18.49,1.68,2.3
120,0,0,0,0,23.38,1.39,0,36.07,0,0,0,65.23,6.73,0,0,4.26,0,15.5,0,0,0,49.54,4.35,6.13,2.4,212.54,0,0,6.92,0,7.72,26.14,0,0,0,0,2.78,2.82,0,25.96,1.43,0
