stage,epidermis,erythrocytes,eye,glial,gut,mural.cell,muscle,neural,olfactory,otic,periderm,somites,spinal.cord
 14-21,0,0.81,0,0,0,0,0,0,0,0,0,1.23,0
 24-34,1.36,0,0,0.87,0.67,0,0,4.45,1.06,0,0,0,2.65
 36-46,0,0,0.56,0,0,0,0,2.8,0,0,3.08,0,0
 48-58,0,0,1.62,0,0,0,0,1.63,0,0,0,0,0
 60-70,0,0,1.38,0,0,2.08,0,3.43,1.51,0,0,0,0
 72-82,0,6.4,1.4,0,0,0,0.92,14.8,0,0,0,0,1.51
 84-94,0.72,0,0.74,0,0,0,0,0.66,0,0,0,0,0
108-118,0,0,1.92,0,0,0,0,0,0,3.73,1.56,0,0
