stage,epidermis,eye,fin.mesenchyme,glial,mesenchyme,neural,periderm,somites,spinal.cord
 14-21,1.28,0,0,1.2,0,3.93,0,0.89,1.08
 24-34,0,1.4,0,0,0,6.01,0.85,0,1.26
 36-46,0,2.06,0,0,0,3.07,0,0,0
 48-58,0,0,0,0,1.11,2.04,0,0,0
 60-70,0,0,0.86,0,0.72,3.32,0,0,0
 72-82,0,0,0,0,1.01,2.75,0,0,0
 84-94,0,3.76,0,0,0.8,2.38,0,0,0
 96-106,0,0.93,0,0,0,7.2,0,0,0
108-118,0,0,0,0,1.24,0,0,0,0
120,0,0,0,0,0,10.31,0,0,0
