stage,axial,blastomeres,eye,hatching_gland,liver,neural,notochord,paraxial_mesoderm,periderm,spinal_cord
  3-4,29.17,324.61,0,0,0,0,0,0,24.58,0
  5-6,0,79.89,0,0,0,8.03,0,0,0,0
  7-9,0,0,0,3.44,0,0,0,3.95,0,0
 10-12,0,0,0,0,3.73,0,3.57,0,0,0
 36-46,0,0,0.98,0,0,4.98,0,0,0,0
 48-58,0,0,0,0,0,2.71,0,0,0,0
 60-70,0,0,1.06,0,0,3.83,0,0,0,0
 72-82,0,0,0.62,0,0,10.09,0,0,0,1.1
 84-94,0,0,0,0,0.6,2.92,0,0,0,0
 96-106,0,0,0,0,0,1.35,0,0,0,0
