stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1538.24,66286.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5176.28,0,0,0,0,0,0,0,0,0,0,0
  5-6,4582.52,131804.37,0,0,0,0,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,0,0,0,0,295.66,83.77,0,0,37.25,3685.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,151.4,2891.18,0,215.66,0,0,0,14964.83,0,0,0,0,0,76.58,0,0,0,0,0,0,0,0,0,0,0,94378.79,546.72,0,0,11715.98,146.68,15.99,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,2089.85,0,343.52,0,20.3,0,10494.58,0,0,0,0,0,85.29,0,0,0,0,0,39.93,0,0,0,0,0,80286.19,336.92,0,0,9499.65,25.33,17.54,12.23,206.41,0,26.54,226.05,0,0,0,0,0
 14-21,0,0,0,0,160.41,25.93,0,315.28,0,3.63,0,641.38,0.85,3.91,5.72,1.73,2.33,1.11,0,0,0,27.38,0,0,18.35,25382.97,27.76,6.49,1.29,175.56,36.94,0,40.09,3.28,11.91,56.12,8244.28,0,0,1.03,0,0
 24-34,0,0,0,1.41,67.24,0,0,212.18,0.91,6.61,5.65,765.1,3.38,0,0,7.83,6.18,20.27,0.6,24.02,3.26,48.74,1.62,0.89,30.94,30104.09,11.72,16.96,5.04,0,54.4,0,0,2.11,3.59,19.11,6289,0,0,42.41,0,8.48
 36-46,0,0,0,0.56,43.66,1.31,0,216.32,0,8.76,2.34,1417.51,0,0,5,3.82,0.59,21.59,0,7.2,11.32,47.16,0,0,18.7,19687.51,4.1,10.16,12.05,0,47.54,0,0,1.63,0.57,0,4873.93,0,0,15.33,0,26.15
 48-58,0,0,0,1.18,44.73,0,0,311.06,0.65,3.7,0.99,2151.53,2.41,0,0,1.03,0.4,4.8,0.96,1.67,17.3,46.26,0,1.68,12.5,8178.41,0.54,4.85,3.48,0,58.27,0,0,0,0,0,3010.35,0,0,6.92,0,13.98
 60-70,0,0,0,0,33.93,0,0,180.07,1.28,2.72,1.6,1568.35,2.79,0,0,0.6,2.84,9.62,0,0,0,17.69,0,0,1.66,2980.63,0,0,7.35,0,45.61,0,0,0,0,0,747.72,2.21,0,2.05,0,2.91
 72-82,0,0,0.69,0,85.2,16.35,0,202.78,0,1.02,0,1712.11,9.99,0,0,0.69,2.74,2.58,0,0,0,37.53,1.35,0,3.68,1789.39,0,0,23.92,0,32.58,0,0,0,0,0,241.14,13.2,0,5.77,4.13,6.31
 84-94,0,0,0,0,110.5,1.67,0,239.07,0.84,1.76,2.09,1076.07,14.65,0,0,0.62,0,2.01,0,1.73,9.54,20.56,0,2.83,3.19,1276.82,0,0,7.57,0,117.25,0,0,0,1.07,0,176.14,14.86,0.58,3.82,2.95,0
 96-106,0,0,2.36,0,189.15,10.01,0.71,185.42,1.81,0.71,0,1194.8,11.62,0,0,3.34,2.09,0,0.75,5.58,0.58,34.77,5.29,0,12.97,1185.25,0,0,5.55,0,112.57,1.35,0,2.38,0,0,117.59,24.56,0,0,0,1.22
108-118,0,0,0.97,0,175.28,5.36,0.56,94.59,0.46,10.11,1.06,1375.85,23.17,0,0,4.34,9.79,0.7,0,3.65,0,40.77,1.46,1.38,11,1553.05,1.51,7.34,7.87,0,204.35,0,0,0,0,0,74.57,49.95,0,0.56,0,3.92
120,1.19,0,0,0,107.27,11.06,0,194.93,0,1.18,0,1598.65,30.25,0,0,2.03,2.98,11.11,0,5,0,22.84,0,0,8.5,1356.28,0,4.35,5.18,0,41.54,0,0,0,0,0,72.24,31.44,0,8.27,0,0
