stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.11,317.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,351.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.4,14.24,0,0,0,0,0,15.73,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,188.19,19.44,0,0,47.94,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,32.7,0,0,0,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.12,7.08,0,0,68.7,0,0,0,0,15.62,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.83,43.2,6.2,0,19.29,0,1,0,2.81,1.21,0,2.07,0.94,2.14,0,0,0,0.86,32.46,0,0,29.87,269.6,7.9,1.35,2.93,5.12,0,14.6,0,33.78,2.53,1.78,39.86,89.32,0,0,3.01,0,0
 24-34,0,0,0.6,0,31.39,2.73,0,92.5,0,1.14,0.97,17.65,0.89,0,3.75,1.08,2.66,0.63,0.86,0.76,0.59,90.43,0.66,0,28.4,862.57,11.23,9.59,6.81,0,0,56.21,0.98,1.1,4.87,0,12.42,169.15,0,0,39.09,0,2.69
 36-46,0,0,0,0,41.14,3.38,0,213.11,5.42,3.76,6.04,38.82,1.92,0,3.11,7.82,1.07,1.49,3.16,2.49,0.66,111.71,2.71,3.47,28.03,1318.65,1.93,11.12,5.02,0,0,98.24,1.47,0,14.55,5.71,0,206.33,0,0,13.86,0,29.12
 48-58,0,0,1.38,0,43.97,5.25,0,451.12,2.95,8.64,4.56,74.95,0.41,1.27,11.71,5.52,12.73,6.76,0.58,5.84,10.48,153.01,3.87,4.46,41.87,1495.35,8.96,13.12,15.2,0,5.19,28.85,0,0,10.41,2.15,0,250.22,0,0.91,17.03,0.9,28.34
 60-70,0,0,0.7,0,44.85,5.69,0,710.62,11.35,6.33,13.88,91.8,4.51,0,7.16,18.92,1.37,4.38,6.7,4.79,17.94,246,3.11,2.54,45.09,1652.92,1.1,13.12,20.74,0,0,56.66,0,1.38,5.91,3.36,0,231.18,1.22,10.18,14.79,2.49,36.52
 72-82,0,0,1.4,0,27.11,58.93,0,649.54,2.08,7.31,15.79,85.27,9.67,1.63,4.25,10.3,1.17,7.97,1.5,5.27,5.63,338.48,8.01,17.76,23.3,1417.77,3.27,21.11,19.66,0,0.77,51.24,0,0,5.63,4.13,0,143.68,0.53,9.15,46.27,8.53,46.94
 84-94,0,0,0.8,0,45.32,31.41,1.63,404.25,10.49,11.48,12.22,105.27,12.32,8.56,5.17,10.69,7.7,20.18,9.02,9.59,9.43,257.58,2.34,11.83,30.61,835.88,3.06,6.94,11.78,0,1.75,128.17,0,0,6.76,0.75,0,97.27,4.99,7.45,45.74,2.85,9.02
 96-106,0,0,0.99,0,46.65,62.73,2.71,383.28,2.78,10.73,12.72,90.85,19.71,0,0.71,8.09,4.48,3.3,2.48,6.37,4.35,296.86,9.62,5.43,22.14,820.79,1.71,14.16,22.91,0,5.35,142.18,0,0,3.99,1.62,0,52.05,2.65,9.75,56.57,13.57,21.97
108-118,0,0,1.21,0.74,96.48,42.63,34.65,370.02,4.84,22.48,9.46,124.14,18.69,0,3.6,11.43,13.05,21.24,5.87,21.33,6.8,323.55,15.35,18.1,28.09,999.2,3.73,12.63,16.99,0,0,134.82,0.79,0,10.18,3.55,0,35.99,3.56,6.33,37.31,20.49,10.28
120,0,0,0,0,241.52,34.29,9.28,473.1,5.39,12.41,19.85,200.83,73.09,0,6.06,40.22,27.22,28.79,5.41,34.09,0,605.31,30.77,47.66,41.9,2287,2.24,54.74,44.8,0,39.37,152.07,0,1.12,7.74,0,0,103.67,3.81,6.77,119.62,17.15,0
