stage,blastomeres,endoderm,eye,hatching.gland,neural,notochord,paraxial.mesoderm,spinal.cord
  3-4,74.95,0,0,0,0,0,0,0
  5-6,76.1,0,0,0,0,0,0,0
  7-9,0,3.54,3.35,3.25,12.49,4.46,7.05,0
 10-12,0,0,0,0,21.49,0,8.13,0
 24-34,0,0,0,0,0,0,0,0.6
 36-46,0,0,0,0,2.28,0,0,1.02
 48-58,0,0,0,0,0,0,0,0.57
