stage,blastomeres,epidermis,eye,glial,neural,notochord,olfactory,spinal.cord
  5-6,15.87,0,0,0,0,0,0,0
  7-9,0,0,4.92,0,13.54,0,0,0
 10-12,0,0,0,0,0,8.68,0,0
 14-21,0,0.82,0,0,0.95,0,0,4.22
 24-34,0,0,0,3.68,0.6,0,0,0
 36-46,0,0,0,0,2.85,0,0,0
 48-58,0,0,0,0,0,0,0,1.46
 72-82,0,0,0,0,1.37,0,0,0
 96-106,0,0,0,0,0,0,3.84,0
108-118,0,0,1.36,0,0,0,1.25,0
