stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,43.73,599.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.88,0,0,0,0,0,0,0,0,0,0
  5-6,19.91,193.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.76,3.62,0,19.63,0,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,153.42,0,0,0,45.68,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.01,0,5.29,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.47,0,0,0,55.05,0,0,0,22.58,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.14,3.28,2,0,1.9,0,0,0,0,0,0,0.97,0,0,0,0,0,1.21,0,0,0,2.47,28.76,0.85,0,0.8,0,0,1.48,6.35,0,2.97,9.56,11.4,0,0,0.85,0,0
 24-34,0,0,0,0,0,0,0,5.28,0,0,0,1.11,0,0,0,0,0,0,0,0,0,4.27,0,0,0,66.96,0,1.36,0,0,0,2.69,0,0,0,0.61,8.64,0,0,1.79,0,0
 36-46,0,0,0,0,0,1.27,0,17.1,0,0,0.95,5.14,0,0,0,0.67,0,0,0,0,0,8.82,0,0,6.87,147.15,0,3.39,1.3,0,0,0.59,1.05,2.03,0,0,33.93,0,0,3.99,0,1.05
 48-58,0,0,0,0,6.88,0.4,0,29.18,0.62,0,0,12.72,0,0,2.03,1.12,0,0,0,0,0,16.32,0,0.4,5.74,159.15,0,0.38,1.34,0,0,0,0,0,0,0,29.8,0,0,1.59,0,1.55
 60-70,0,0,0,0,7.07,0.71,0,97.53,0,0,0,21.07,0,0,0,1.09,0,2.52,2.56,0,0,23.91,0.84,0,0.66,181.47,0,0,1.81,0,0,0.75,0,0,0,0,8.38,0,0,0,0,11.17
 72-82,0,0,0.68,0,0.69,3.32,0,73.48,0,0,0,18.14,0,0,0,0.65,0.5,2.27,0.65,0,0,32.13,1.23,0.81,0.58,169.26,0,1.2,4.85,0,0.77,0,0,0,0,0,9.71,4.15,2.36,3.15,0.71,0
 84-94,0,0,0,0,12.16,1.32,0,54.38,0,0.81,0,5.98,0.61,0,0,3.36,1.63,0,0,0,1.35,15.07,0,2.16,1.66,101.16,0,0,0,0,0,2.76,0,0.67,0,0,0.83,2.24,0,3.77,1.88,2.44
 96-106,0,0,0.95,0,4.3,20.17,0,66.93,0,0.96,0,16.27,0.78,0,0.78,6.92,0.68,0,0,0,0,50.85,2.26,0.78,2.13,77.9,0.75,1.03,1.33,0,0,2.44,0,0,0,0,1.99,1.22,0,9.24,4.17,0
108-118,0,0,1.18,0,3.53,0.42,0.58,58.07,0,0,0.6,14.51,7.96,0,0,4.65,0.43,0,0,1.51,0,26.06,2.89,0,1.39,107.82,0,0,0.45,0,4.95,3.19,0,2.63,0,0,3.28,0,0,3.79,1.02,0
120,0,0,0,0,6.11,1.9,0,30.16,0,0,0,11.63,0,0,0,0,1.25,2.93,1.74,0,0,20.51,0,0,1.36,102.37,1.1,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0
