stage,eye,glial,immune,ionocyte,liver,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0.99,0,0
 24-34,0,0,0,0,0,1.07,5.81,0,0.66
 36-46,0,0,0,0,0,0,2.72,0,0
 48-58,1.79,0,0,5.32,0,0,2.16,0,1.68
 60-70,12.85,3.29,0,0,0,0,6.78,0,1.46
 72-82,4.62,0,0.69,0,0,0.9,5.09,0.66,0
 84-94,3.52,0,0,0,0,1.74,0,0.77,0
 96-106,0,0,0,0,0,2.72,0,0,0
108-118,0.54,0,0,0,0,0,0,0.5,0
120,5.73,11.15,3.9,0,1.47,0,5.61,0,0
