stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,78.55,2815.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,66.49,872.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11,0,0,0,0,0,67.79,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.29,0,0,14.24,0,0,0,8.41,0,0,0,0,80.42,0,0,0,0,0,0,0,0,0,0,0,186.56,10.01,0,0,26.95,0,32.42,10.56,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,39.53,0,0,0,5.71,0,0,0,0,133.68,0,0,0,0,0,0,0,0,0,0,0,933.96,16.13,0,0,73.74,0,16.83,10.8,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,6.11,113.73,2.79,0,0.82,0.82,0,0,1.75,34.28,0,0,4.9,0,0,0,0,5.32,2.65,0,1.18,36.92,26.91,0,0,0,0,46.78,0,0.81,0,0,0,49.27,0,0,0,0,0
 24-34,0,0,0,0,87.27,0.6,0,0,7.25,0,0,3.11,31.56,0.81,0.69,16.39,0,1.57,5.19,0,5.12,67.27,0,1.31,478.36,16.83,0,1.46,0,0,82.55,1.29,0,3.21,0,0.63,102.47,0,0,11.79,0,0
 36-46,0,0,0,0,50.35,0,0,2.41,17.98,0,14.95,4.7,9.02,2.88,0,31.34,0,1.4,0,0,0.8,31.59,0,2.93,1428.57,3.87,1.09,0,0,0,137.17,0,0,0,0,0,51.98,0,0,3.71,0,0
 48-58,0,0,0,0,107.2,0.78,0,6.66,29.28,1.04,44.35,4.14,5.25,1.66,0,40.99,0,0.43,0,0,9.42,48.93,0,0.57,1098.9,13.29,0.38,0.38,0,0,72.31,0,0,0.54,0.4,0,78.52,0,0,7.04,0,0
 60-70,0,0,0,0,90.3,0,0,22.63,8.71,1.51,149.54,8.67,1.33,5.4,15.3,10.65,0,14.9,0.81,5.46,4.24,79.19,5.65,0,595.95,0.68,1.08,0,0,0,70.59,0,0,10.51,0,0,43.98,8.54,0,11.94,4.07,2.2
 72-82,0,0,1.04,0,32.85,20.17,0,28.54,7.93,0.54,207.14,27.51,2.98,8.67,2.48,14.79,5.84,2.38,3.49,0,27.35,127.39,0,1.27,720.6,0,0,5.13,0,0.84,41.67,0,0,0,0,0,83.21,48.86,0.51,39.26,10.84,0
 84-94,0,0,0.66,0,90.48,12.89,0,22.39,24.02,2.41,161.59,54.35,4.03,1.45,13.1,11.2,0,14.52,0,0,20.75,107.85,0,1.08,591.2,0.67,13.11,0,0,0,152.44,0,0,0,0,0,46.98,208.2,0,43.51,0,0
 96-106,2.68,0,1.23,1.03,95.03,45.73,2.26,20.45,18.96,0,159.83,79.61,2.64,5.47,9.7,16.02,0,1.54,80.88,0,21.52,196.19,0,3.18,366.32,1.21,4.23,2.15,0,0,163.65,0,0,0,0,0,54.35,289.18,0.89,28.95,0,0
108-118,0,0,0,0,141.65,7.73,0,23.87,22.53,0,186.77,106.43,5.48,1.02,7.69,10.86,1.07,1.31,1.89,0,46.94,232.42,0,1.58,234.13,2.07,2.06,2,0,0,135.62,0,0,0,0,0,18.6,350.72,0,34.18,0.73,4.56
120,0,0,0,0,144.24,31.95,0,8.54,12.9,0,158.56,92.09,0,0,20.61,20.25,0,1.15,0,0,50.84,77.46,0,8.17,223.69,12.31,4.54,1.76,0,0,90.6,0,0,1.56,0,0,63.03,150.35,0,29.22,0,0
