stage,endoderm,erythrocytes,glial,mesenchyme,neural,periderm,spinal.cord
  7-9,6.2,0,0,0,0,0,0
 14-21,0,0.91,0,0,0,0,1.69
 24-34,0,0,1.71,0,5.43,0,1.27
 36-46,0,0,0,0,1.5,1.33,2.19
 48-58,0,0,0,0,0.37,0,0
 60-70,0,0,0,0,2.52,0,0
 72-82,0,0,0,0.63,0,0,0
 84-94,0,0,2.88,4.62,0,0,0
108-118,0,0,0,0,0.88,0,0
