stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,100.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.52,159.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0
  7-9,0,9.03,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.31,0,0,0,21.37,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.57,0,0,0,3.27,0,0,0,0,0,12.45,0,0,0,0,0,0,0,0,0,0,0,80.86,8.66,0,0,11.09,0,0,0,0,0,3.87,0,0,0,0,0,0
 14-21,0,0,0,0,8.88,0.97,0,2.11,0,0,0,1.23,0,0,0,0,0,0,0,0,0,2.94,0,0,7.14,43.77,0,0,0,2.11,0,0,0,7.79,0.84,0.82,16.56,0,0,1.75,0,0
 24-34,0,0,0,1.23,11.87,0.6,0,4.91,0,0.63,0,4.07,0,0,3.89,0,0,0,0.64,0,1.19,19.86,0,0,3.04,88.96,0,6.42,0,0,0,4.97,0,0,2.65,2.33,26.32,0,0,11,0,0
 36-46,0,0,0.73,0,1.61,0,0,26.65,0,0.56,1.09,9.32,0,0,0.84,0,0,0,0.7,0,0,35.79,0,0.89,8.76,148.35,1.18,9.42,0.57,0,0,2.32,0,0,0.58,0,50.74,0,0,8.5,0,0
 48-58,0,0,0,0,5.21,0,0,42.08,0,0,1.62,6.11,0,0,1.16,0,0,0,0,0,0.43,27.01,0,0,4.86,123.96,0.63,6.02,0,0,0,12.2,0,0,0,0,33.17,0,0,0,0,1.41
 60-70,0,0,0,0,1.83,0.93,0,86.63,1.59,5.33,1.87,17.24,0,0,2.46,0,0,0,0,0,0,23.18,0.67,0,2.2,103.63,0,4.85,0,0,5.32,1.52,0,0,0,0,34.96,0,1.31,4.41,0,0
 72-82,0,0,0.5,0,4.48,3.66,0,103.55,0,1.17,0.87,29.5,4.39,0,1.21,2.73,0,0,1.05,0,1.32,62.01,1.49,1.62,2.44,233.78,0,12.65,0,0,1.4,11.39,0,0,0,0,9.6,0,2.79,7.83,0,5.78
 84-94,0,0,0,0,10.7,5.26,0.92,75.24,0,0,3.25,21.54,0,0,0,5.19,0,0.82,0,0,1.36,53.75,3.47,0.95,5.47,207.62,0.61,1.16,0,0,0,12.59,2.8,0,0,0,26.46,0,0,5.74,3.09,5.45
 96-106,0,0,3.94,0,6.34,11.3,0,143.47,0,2.28,3.3,42.58,2.65,0,0,0,0,2.09,3.23,1.04,1.3,35.73,0.68,5.8,2.63,193.44,1.26,20.81,2.34,0,0,6.56,0,0,0,0,24.93,0.81,3.63,13.75,3.23,7.47
108-118,0,0,0.92,0,17.84,0.51,0,155.06,0,1.59,0.89,27.08,1.26,0,2.75,4.48,1.02,6.63,0.49,0,0.55,48.67,1.08,2.74,7.21,290.02,0.72,9.65,4.16,0,10.8,4.51,0,0,0.7,0,16.66,0.91,0,2.98,0.89,27.13
120,0,0,0,0,3.08,9.45,0,96.34,0,0,0,19.37,0,0,0,0,4.17,3.21,1.88,0,0,68.01,1.12,0,9.03,380.45,0,6.68,7.11,0,0,1.32,0,0,0,0,7.96,0,1.95,5.76,0,3.63
