stage,eye,fin.epithelia,glial,mesenchyme,muscle,neural,pericytes,spinal.cord,taste,vascular.smooth.muscle,visceral.smooth.muscle
 24-34,0,0,0,0,0.95,0,0,1.22,0,0,0
 48-58,0,0,0,0.5,0.54,0,0,1.48,0,0,0
 60-70,0,0,0,0,0,1.5,0,0,0,0,0
 72-82,2.86,0,1.36,2.9,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,4.91,0,0,0,0,0
 96-106,0,0,0,0,0,3.52,1.47,0,0,3.27,0.87
108-118,0,0,0.83,0,0,14.63,0,0,0.5,0,0
120,0,5.46,0,0,0,0,0,0,0,0,0
