stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,44.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13,0,0,0,13.46,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.49,0,0,0,50.84,0,0,0,0,0,37.8,0,0,0,0,0,0
 14-21,0,0,0,1.11,18.73,0,9.27,0,0,0,0,0,10.06,39.3,0,0,0,0,10.22,0,18.55,0,0,49.31,22,2.28,0,0,0,0,14.73,2.01,2.38,2572.75,938.07,6.83,0,0,0,0,0
 24-34,0,0,0,1.14,0.62,0,84.55,24.92,0,0,0,0,0,44.43,0,0,0,0,24.14,1.47,4.68,0,0,45.01,64.49,0.6,0,0.77,0,0,1.47,0,41.06,551.66,104.93,27.32,0,0,5.73,0,0
 36-46,0,0,0,7.35,0,0,138.1,35.3,0,0,7.59,0,0,23.19,0,0,0,0,0,0,1.59,0,0,22.85,62.43,0,0,0.74,0,0,3.93,0,49.47,224.12,12.12,30.31,0,0,5.05,0,0
 48-58,1.15,0,0,3.75,1.47,0,103.74,46.38,0,0,16.85,0,0,33.23,0,0,0.98,0,0,1.59,3.27,0,0,52.67,32.84,10.22,0,0,9.55,0,0,0,19.2,124.75,0,8.53,0,0,2.36,0,0
 60-70,0,0,0,3.66,2,0,103.66,134.7,0,0,79.61,0.9,0,11.08,0,0,0,0,8.73,1.24,15.46,0,0,49.21,36.56,0,0,1.77,1.62,0,3.21,0,25.79,88.71,0,1.79,1.72,0,0,0,0
 72-82,0,0,0,0,4.8,0,89.77,83.27,0,0,83.81,17.67,0,1.85,4.91,0,0,0,0,0,34.73,0,5.73,40.12,38.08,0.89,0,0,4.51,0,1.9,0,81.61,45.37,0,2.07,1.21,0.53,3.31,0,2.09
 84-94,0,0,0,0,0.83,0,128.06,130.63,4.26,0,115.61,39.75,0,6.5,0,0,4.69,0,0,1.01,9.18,1.34,0,25.25,38.72,0,0,4.31,0,0.57,5.32,0,160.92,53,0,2.55,0,0,9.12,0,0
 96-106,0,0,0,2.87,7.27,1.31,137.91,107.69,2.86,2.86,122.3,55.35,0,11.88,0.83,0,0.6,0,4.97,0,21.09,0,0,33.8,76.46,0,1.44,1.94,4.82,0,8.13,0,142.98,70.25,0,0,2.25,0,3.7,2.29,0
108-118,0,0,0,3.31,11.27,0,135.95,121.74,2.3,0.96,107.95,57.45,0,6.84,0.56,0.47,2.74,1.67,5.69,0,31.84,0,2.53,22.12,39.23,0,0,2.55,0,2.27,5.23,0,119.18,37.29,0,1.26,0.54,0.63,0,1.55,0
120,0,0,0,6.61,0,0,67.91,107.82,0,0,135.18,86.74,0,3,0,0,0,0,0,0,31.7,0,2.58,21.49,26.3,0,0,0,0,0,0,1.12,98.28,26.63,0,17.39,0,0,0,3.74,0
