stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,60.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,45.02,13.72,0,3.48,0,6.96,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,106.69,0,0,883.19,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.54,0,277.76,0,11.65,0,13.74,0,0,0,0,0,13.16,0,0,0,0,0,0,0,0,0,0,15.5,784.69,1390.79,0,0,6168.26,0,0,0,62.98,297.89,0,792.01,0,0,0,0,0,0
 14-21,3.19,0,14.41,351.26,4674.33,249.47,0,106.31,0,17.39,0,86.4,310.38,21.66,48.71,3.5,21.17,2.21,0,0,2.74,2065.93,24.26,0,2642.86,4081.96,2282.52,24.09,20.36,47.6,0,8.7,0,850.79,143.84,1432.14,12597.05,3870.91,0,0,9.54,0,2.27
 24-34,2.64,0,1.46,57.73,2237.74,39.42,0,378.4,3.87,1149.75,27.82,188.18,72.97,10.11,136.01,0.6,11.83,0,0,6.67,50.64,3853.47,14.21,11.84,2513.23,20213.74,635.87,48.82,78.91,0,20.62,38.25,0,15.73,13.8,140.37,1939.81,7242.76,0,0,99.44,0,17.67
 36-46,8.46,0,21.5,4.35,341.47,5.36,0,243.66,17.23,1341.17,146.73,151.78,7.97,0,100.07,1.45,16.64,1.36,0,4.05,126.05,4714.2,5.31,125.91,1367.16,17384,236.59,11.3,10.92,0,20.34,46.26,0,4.42,0.74,99.4,27.9,7511.58,0,28.22,51.32,0,54.91
 48-58,2.3,0,12.86,0.5,142.7,1.96,0,216.83,13.88,1326.85,127.28,119.41,1.17,88.44,42,2.85,3.25,4.49,0,12.74,54.06,4368.64,2.08,191.17,739.73,3369.28,105.99,2.51,3.69,0,15.73,2.37,0,0,4.14,58.31,0,3279.66,0,22.07,63.29,0.78,43.49
 60-70,0,0,0.57,0,129.98,0,0,111.51,19.94,1077.52,115.76,21.33,1.35,55.06,14.16,0,7.75,0,0,0,26.69,3291.38,3.4,231.94,348.76,512.55,29.31,1.02,5.34,0,44.69,6.16,0,0,0,16.27,0,442.77,5.03,60.63,28.51,26.38,16.6
 72-82,0,0,3.64,0,104.78,2.58,0,88.97,16.34,749.61,84.37,4.65,2.57,6.46,0.68,1.41,5.59,0,3.23,0,4.7,2921.07,1.85,248.6,271.09,211.85,4.72,6.8,5.25,0,20.74,13.61,0,0,12.92,10.89,0,139.81,15.61,119.11,26.12,84.77,10.83
 84-94,27.73,0,0,0,226.57,1.75,0,147.35,40.09,1152.83,57.45,14.56,2.02,8.51,2.65,3.59,11.82,0,0,0,18.46,2131.13,1.21,248.54,200.3,108.61,4.31,0,8.1,0,13.44,7.83,0,0,0,22.08,0,102.6,12.58,98.89,19.68,67.18,2.43
 96-106,0,0,1.18,0,234.63,19.07,0,97.06,49.3,1341.95,69.69,10.27,5.72,0,10.2,1.36,4.24,1.28,8.85,0.71,10.48,1625.88,7.39,147.32,138.17,119.27,2.58,2.22,17.19,0,35.47,7.89,0.76,0,0,18.19,0,19.17,6.5,60.91,14.33,107.52,6.12
108-118,0,0,2.31,0,230.85,2.72,2.81,81.26,57.63,1452.2,80.27,17.18,0.79,0,0,6.21,11.88,1.32,0,0.48,13.06,1873.6,1.6,159.84,77.9,130.94,0.95,0,8.28,0,49.11,3.09,0,0,3.72,10.23,0,20.23,3.69,54.23,42.85,92.08,21.8
120,8.47,0,2.82,0,266.13,3.74,0,24.14,41.63,1194.14,86.25,10.7,0,5.2,6.27,4.12,1.43,0,0,0,0,1897.87,8.46,53.46,90.87,88.67,0,3.73,8.66,0,102.03,6.85,0,0,0,3.01,0,34.51,0,81.06,29.65,168.19,13.83
