stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,130.56,3383.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,328.39,3483.87,0,0,0,0,0,0,0,0,0,0,20.06,0,0,0,0,0,0,0,0,0,0,0,132.38,31.71,0,0,27.49,0,117.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,109.9,66.22,0,141.71,0,0,0,341.62,0,0,0,0,129.53,0,0,0,0,0,0,0,0,0,0,0,2697.42,60.11,0,0,984.78,0,8.28,32.13,0,0,0,0,0,0,0,0,0,0
 10-12,0,57.77,0,133.97,0,6.65,0,298.77,0,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,3.87,3058.39,38.41,0,0,932.24,0,13.34,37,0,174.45,0,5.41,5.32,0,0,0,0,0
 14-21,0,0.93,0,11.05,171.52,24.94,0,77.31,0,0,30.26,4.73,0,0,1.8,8.83,0,0.84,0,0,95.55,0,0,88.53,1455.91,20.63,7.27,5.25,41.3,0,97.11,0.91,134.36,14.68,0,106.14,498.41,0,0,4.04,0,0
 24-34,0,0,0,5.49,55.02,9.98,0,322.91,2.78,2.16,54.48,3.75,0,2.38,4.97,2.03,4.82,3.74,1.6,0,226.04,0.76,0.69,80.95,3125.92,17.52,18.05,22,0,0,170.57,0,0,8.67,0,9.2,741.06,0,0,29.15,0,8.76
 36-46,0,0,0,0,51.14,5.3,0,848.95,0,0,59.4,1.89,0,2.08,17.98,0.68,5.33,1.65,2.52,0,196.02,1.43,3.53,58.16,2310.51,8.98,20.12,17.07,0,0,77.56,0,2.6,2.81,1.69,0.6,501.95,0,0,34.47,0,0.59
 48-58,0.77,0,0,0.5,47.95,6.79,0,1056.7,0.85,0.39,68.81,0,0,3.14,4.45,0,0.43,0.49,0,0,220.91,2.31,11.04,37.64,1025.44,4.48,6.03,5.12,0,0.39,39.23,0,0,0,0.4,0,159.95,0,0,27.13,0,9.89
 60-70,0,0,0,0,41.37,9.17,0,722.3,1.25,0.86,80.55,3.19,0,1.7,2.89,0,0,3.9,0,3.12,182.8,0,34.88,23.74,577.75,9.24,0,8.02,0,0,18.33,0,0,0.86,0,0,52.73,0,0,33.86,0,1.29
 72-82,0,0,0,0,28.44,4.25,0,202.01,1.08,1.55,43.95,4.5,0,0.51,3.93,0.93,5.55,1.41,0,0,132.07,1.44,16.69,14.63,294.21,9.22,0.79,3.07,0,0,5.34,0,0,0,0,0,7.74,2.18,1.57,18.6,0,3.34
 84-94,0,0,0,0,34.48,6.43,1.58,190.13,1.52,0,35.25,11.11,0,0.8,9.65,2.41,5.75,2.24,0.6,0,101.37,0,28.69,16.91,210.64,3.38,3.04,4.46,0,3.03,21.73,0,0,0.62,0,0,4.78,1.77,1.83,16.01,0,1.67
 96-106,0,0,0.56,0,41.6,4,0.8,138.84,0,0,51.74,13.22,0,0,8.38,1.1,2.2,0,0,0.67,60.05,0,8.74,9.35,176.44,5.2,0.73,10.24,0,0,11.91,0,0,1.33,0,0,22.93,0,0,16.37,2.37,4.18
108-118,0,0,0,0,34.18,7.19,0.43,139.92,0,0.47,29.74,9.94,0,0,16.91,0.44,3.22,0.6,3.66,0,52.27,0,6.78,10.25,293.87,6.44,6.79,4.6,0,0,10.85,0,0,2.93,0,0,20.17,0.62,0,25.61,1.13,2.03
120,0,0,0,0,11.45,12.43,1.71,168.35,0,0,27.34,0,0,0,10.6,0,0,0,3.84,0,38.57,0,4.16,4.76,350.6,0,1.45,8.4,0,0,9.07,0,0,0,0,0,35.74,0,0,26.66,0,0
