stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.95,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22,0,0,0,20.64,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.7,0,5.59,0,0,0,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.71,0,0,0,15.16,0,0,0,0,41.17,4.75,0,0,0,0,0,0
 14-21,0,0,0,42.22,1308.19,126.1,0,67.1,0,0,0,2.22,0,0,9.28,9.43,9.27,0,0,0,0,71.05,6.25,0,50.88,2453.91,14.42,1.23,35.1,0,0,217.95,0,4.35,14.61,7.95,60.88,0,0,0,0,0
 24-34,0,0,0,39.08,1021.55,4.39,0,31.92,0,16.07,1.79,22.25,16.3,0,5.98,101.65,87.24,0,61.86,5.88,0.69,147.97,36.43,1.63,44.03,3015.04,11.84,23.03,21.13,0,2.91,191.08,0,0,34.97,3.68,151.41,0,0,26.98,0,0
 36-46,0,0,0,6.24,620.77,0.64,0,39.1,0,76.94,1.84,47.13,46.19,0,7.42,147.69,94.77,0,66.77,19.31,0,95.78,27.1,15.06,10.72,3216.18,17.37,44.41,35.45,0,0.97,252.44,0,0,33.56,0,217.58,0,2.08,3.52,0,0
 48-58,0,0,0,3.42,372.23,2.27,0,54.59,0,78.31,1.88,81.12,24.51,1.42,0.49,122.86,30.22,0,50.69,13.26,1.96,82.19,23.55,10.49,12.32,1692.12,2.85,16.5,8.64,0,2.86,124.96,0,0,10.52,0,84.7,0,2.83,4.44,0,9.66
 60-70,0,0,0,10.35,442.54,0,0,57.25,4.09,108.74,4.97,66.18,43.4,8.12,6.17,134.07,86.61,0,107.36,19.47,2.53,158.87,48.8,33.2,13.8,590.22,8.49,16.68,10.67,0,8.82,236.58,0,0,26.69,0,36.41,14.87,9.48,4.38,6.69,0
 72-82,0,0,6.32,0.95,282.98,15.94,0,46.01,1.29,75.79,0.6,24.28,63.15,0,0.7,127.92,127.9,0,118.12,15.02,0,106.43,38.53,14.24,10.58,224.39,4.84,18.33,13.79,0,13.9,307.94,1.65,0,4.54,0,10.07,52.12,7.23,6.4,11.61,0
 84-94,0.62,0,18.24,6.45,506.79,8.79,0,48.66,0,116.84,5.12,35.7,128.25,2.29,1.12,213.15,159.5,0,186.24,40.97,0,149.56,63.96,26.39,9.61,126.66,3.84,106.38,7.74,0,6.51,734.3,0,0,31.37,0,14.2,213.4,4.7,7.15,25.47,0.55
 96-106,0,0,7.58,6.57,624.05,27.36,3.86,147.27,1.82,111.28,2.36,36.77,283.39,0,0,170.06,236.4,0.58,294.99,59.1,0,150.36,114.93,5.82,19.53,281.16,6.36,90.43,31.8,0,17.16,1432.38,2.06,0,30.09,0,9.28,435.06,13.15,24.99,32,3.94
108-118,1.68,0,4.6,9.54,819.66,9.25,3.25,146.95,5.86,204.6,6.67,64.96,380.52,0,2.12,159.12,225.39,0.65,235.38,187.18,1.84,204.74,98.38,21.17,26.93,348.13,26.57,72.67,22.66,0,40.69,2368.87,0,0,37.36,0,1.94,710.04,5.61,15.95,33.73,0.63
120,1.12,0,6.69,5.69,561.14,3.2,0,26.47,0,94.91,0,31.23,242.18,0,0,279.67,182.41,0,122.43,68.3,0,103.52,61.63,22.13,8.46,294.46,39.68,53.87,33.05,0,24.69,777.64,0,0,43.07,0,1.75,295.13,1.52,12.54,22.06,3.6
