stage,eye,glial,muscle,neural,paraxial_mesoderm
  7-9,3.31,0,0,0,5.32
 36-46,0,0,1.22,1.87,0
 48-58,0,0,0,1.53,0
 60-70,0,0,0,0.64,0
 72-82,0.63,0,0,0,0
 84-94,0,0,0,1.99,0
 96-106,0.79,0,0,6.27,0
108-118,1.24,0,0,5.78,0
120,0,3.24,0,5.06,0
