stage,epidermis,erythrocytes,eye,glial,melanocytes,mesenchyme,mural.cell,muscle,neural,spinal.cord,vasculature
 14-21,0,0,0,0,0,0,0,0,1.9,0,0
 24-34,0.62,0,0,0,0.75,1.06,0,0,5.54,1.34,0
 36-46,0,0,0.69,0,0,0,0.77,0,1.88,0.85,0
 48-58,0,0,0,1.96,0,0,0,0,0,0,0
 60-70,0,0,0.94,0,0,4.52,0,0,0,0,0
 72-82,0,0,0,0,0,1.58,0,1.93,6.04,0,0
 84-94,0,6.73,0,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0.6,0,0,3.31,0,0.44
120,0,0,0,0,0,6.73,0,0,0,0,0
