stage,epidermis,erythrocytes,eye,glial,liver,mesenchyme,muscle,neural,periderm,spinal_cord,taste,vascular_smooth_muscle,vasculature,xanthophores
 24-34,0,0,28.14,0,0,0,0,10.69,0,1.19,0,0,0,1.03
 36-46,0,0,227.4,0,0,0,0,6.11,0,1.88,0,0,0,0
 48-58,2.19,0,113.81,0,0,2.92,0,3.6,3.95,0.93,0,0,0,0
 60-70,0,0,343.87,1.62,0,0.91,0,2.33,0,0,0,0,0,0
 72-82,0,0,332.52,0.76,0,6.72,0.68,1.31,0,0,0,0,0,0
 84-94,0,6.04,206.93,0,0,0,0,3.09,0,0,0.56,1.13,8.15,0
 96-106,0,0,39.08,0,3.42,4.72,0,0,0.64,4.8,0,0,0,0
108-118,0,0,75.11,0,0,0,0.76,4.52,0.6,0,0,0,0,0
120,0,0,40.73,0,0,0,0,0,0,0,0,0,0,0
