stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.07,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,6.18,0,0,27.55,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.73,0,17.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.42,26.2,0,0,359.44,0,0,9.21,8.87,0,0,3.51,0,0,0,0,0
 14-21,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,103.13,0,9.05,0,13.75,0,3.89,8.17,0,4.14,7.04,72.76,0,0,0,0,2.61
 24-34,0,0,3.82,0,1.32,0,0,10.59,0,0,0.61,2.26,0,0.74,0,0,0,1.57,0,0,2.12,1.26,0,0,1.91,661.82,0,67.98,0.61,0,0.99,0,0,0,0,14.16,174.24,0,0,0.64,0,3.04
 36-46,0,0,0.73,0,0.94,0,0,60.34,0,1.39,0,9.66,0,0,0,0,0,0,0,0,9.59,1.05,0,0,1.52,2001.03,0,111.09,0,0,1.37,0,0,0,1.49,0,342.6,0,0,0,0,19.47
 48-58,0,0,0,0,9.58,0,0,155.92,0,0,0,30.85,0,0,0,0,0,0,0,5.56,0,3.52,0,0,3.36,2348.75,0,48.12,0,0,0.39,0,0,0,0,0,346.82,0,0.64,1.81,0,0
 60-70,0,0,0,0,3.38,0,0,449.42,0,2.37,1.48,102.32,0,0,0,0,0,0,1.16,0,0,12.4,0,0,0,3634.49,0,66.58,0,0,3.24,0,0,1.17,0,0,410.99,0,0,1.04,0,7.58
 72-82,0,0,0.69,0,16.54,1.67,0,555.68,0,1.99,2.4,153.91,1.5,0,0,0,0,0,0,0,5.52,18.81,0,0,0.53,2790.43,0,63.54,2.48,0,4.32,0,0,0,0,0,260.7,0,4.44,5.85,1.73,14.4
 84-94,0,0,0,0,11.22,1.64,0,490.18,0.92,0,5.23,173.78,2.51,0,0,0,1.25,0.74,0,0,0,10.93,0,0,1.22,2230.21,0,57.02,1.27,0,0,0,0,0,0,0,173.4,4.78,2.08,0.57,2.09,7.68
 96-106,0,0,2.35,0,7.95,9.86,1.05,426.72,0,0.57,0,183.58,2.24,0,0,3.5,0,1.5,0,0.7,6.45,23.08,0.98,1.02,1.08,1887.89,0,89.5,1.27,0,6.2,0,0,0,0,0,113.66,0,0,0,0,0
108-118,0,0,0,0,24.49,0,1.2,427.69,0,0,0,167.87,0,0,0.78,1.63,0,1.01,0,0,4.54,24.48,0,1.36,0,2356.7,0,74.41,0,0,0.49,0,0,0,0,0,82.9,0.68,0,0.59,1.11,0
120,2.82,0,0,0,35.21,0,0,402.93,0,1.16,0,178.26,0,0,0,0,0,0,0,10.88,0,17.99,0,13.66,0,2634.94,0,110,16.84,0,1.17,0,0,0,0,0,95.38,1.63,8.19,2.43,0,0
