stage,epidermis,eye,glial,gut,mesenchyme,neural,otic,periderm
 10-12,0,0,0,0,0,3.94,0,0
 24-34,0,0,0,0,0,1.12,0,0
 36-46,0,0,0,0,0,2.24,0,0
 48-58,0,0.6,0,0,0,6.54,0,0
 60-70,0,0,0,0,0,2.99,0,0
 72-82,0,2.77,0,0.63,0,5.04,0,0
 84-94,0,0,2.75,0,0,0,3.45,0
 96-106,0,0,1.43,0,1.02,0,0,0
108-118,0,0,0,0,2.58,7.7,0,0
120,1.12,0,0,0,0,8.18,4.59,1.38
