stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.52,0,0,0,18.26,0,0,0,0,0,10.82,0,0,0,0,0,0,0,0,0,0,0,78.1,0,0,0,13.02,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,80.02,0,0,0,0,0,13.97,0,0,0,0,0,0,0,0,0,0,0,571.7,23.42,0,0,40.19,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.07,0,20.64,6.39,0,82.88,0,0,0,6.08,2.19,0,1.45,0,0,0,0,7.03,0,28.52,0,0,22.74,674.73,5.12,0,1.09,0.83,0,0,4.34,0,0.84,10.53,68.07,0,0,1.41,0,0
 24-34,0,0.61,2.33,36.9,1.58,0,98.21,0,4.2,1.37,25.59,0,0,22.56,0,0,1.45,4.54,1.2,0,200.01,0.69,0,63.3,1836.41,7.31,1.4,21.48,0,0.99,5.71,0,0.91,4.41,3.56,134.67,0,0,4.15,0,1.68
 36-46,0,0,0,21.04,7.36,0,144.87,0,29.96,2.21,77.03,0,0,11.01,0,0,0,3.72,0,0,311.08,0,9,72.49,2018.13,2.56,0.68,17.5,0,0,8.84,0,0,14.9,0.6,329.86,0,1.23,9.89,0,9.95
 48-58,0,0,0,20.08,0,0,337.64,2.3,6.68,20.55,171.05,0.91,0,22.09,2.74,5.54,6.55,3.43,0,4.24,559.11,0,14.25,90.99,2047.1,0,5.24,20.06,0,1.68,14.63,0,0.49,5.29,0,492.07,0,1.05,17.78,0,12.9
 60-70,0,0.7,0,30.55,0,0,615.64,2.35,1.09,27.41,249.6,0.64,0,7.49,0,0.86,0.81,0,0,0,692.6,0,22.35,89.77,2207.3,3.93,0.72,23.65,0,2.6,15.42,0,0.58,6.67,0,418.26,0,18.99,5.76,0,29.1
 72-82,0,0.98,0,13.72,10.73,0,471.55,1.85,4.34,30.8,343.07,0,0,10.11,0,0.53,10.26,7.07,0,7.41,844.57,0,39.2,66.47,2029.74,0,4.95,33.86,0,0.88,2.75,0,0,0.74,0,344.8,1.33,22.92,53.91,29.46,10.18
 84-94,0,2.22,0,15.84,8.07,0,407.81,3.76,8.83,7.11,233.63,3.92,0,17.07,2.3,0,17.96,4.42,0,5.2,598.28,0,24.21,38.56,1592.89,1.13,7.48,36,0,0,4.02,0,0,2.94,0,236.25,13.91,32.31,34.75,24.1,21.93
 96-106,0,0,0,18.01,9.03,1.47,395.06,13.45,5.84,13.89,284.51,4.5,0,12,7.6,0,10.53,7.28,12.1,2.25,577.91,1.66,41.02,42.14,1533.92,5.08,14.77,73.84,0,5.8,4.12,0,0.62,7.61,0,88.6,17.93,20.65,26.4,38.88,14.23
108-118,0,0.58,0.61,18.45,11.53,2.65,600.85,2.19,1.93,21.91,313.96,4.53,0,6.81,0.82,0.44,70.45,0.96,4.48,6.64,553.8,0,26.99,50.96,1627.81,0,11.73,83.57,0,14.47,16.73,0,3.87,1.64,0,97.86,14.02,15.57,24.44,53.18,52.66
120,0,0,0,26.4,18.09,0,853.68,4.23,1.33,31.45,586.35,3.42,0,6.72,10.7,0,51.18,2.85,3.84,8.03,588.26,0,88.58,14.43,2701.51,0,8.1,125.55,0,19.17,3.29,0,12.14,0,0,174.84,5.32,10.4,37.78,201.79,23.18
