stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,68.24,485.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,169.78,1477.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,0,27.62,0,0,0,0,0,0,0,0,0,0
  7-9,34.52,13.75,0,75.56,0,0,0,161.87,0,0,0,0,0,50.67,0,0,0,0,0,0,0,0,0,0,0,1272.72,55.51,0,0,351.52,0,0,12.86,0,0,0,0,0,0,0,0,0
 10-12,0,33.05,0,90.89,0,6.22,0,183.32,0,0,0,0,0,36.56,0,0,0,0,0,0,0,0,0,0,0,1365.78,4.38,0,0,177.76,0,0,15.91,0,8.62,0,0,0,0,0,0,0
 14-21,0,0,0,0,7.47,0,0,2.55,0,1.16,0,0,0,0,0,0,0.99,0,0,0,0,0.99,0,0,0.84,37.8,0,1.37,2.6,1.92,0,1.83,0,5.16,4.8,8,7.89,0,0,0,0,0
 24-34,0,0,0,0,16.39,0,0,6.58,0,1.45,0,1.72,0,0,0,0,0,0,2.08,1.64,1.53,1.54,1.48,0,7,100.72,0.71,4.48,6.61,0,0,8.55,0,0,0,1.33,29.13,0,0,3.31,0,0
 36-46,0,0,0,0.63,6.93,2.62,0,5.29,2.59,1.75,0.62,1.25,0.72,0,0.79,4.65,0.77,0,2.07,0,0,15.49,0,0,2.29,154.45,0.79,3.39,1.7,0,0,41.27,0,1.78,6.65,0,33.02,0,0,6.1,0,0
 48-58,0,0,0,0,15.18,0,0,34.81,0,5.05,1.15,16.49,0,5.14,0,0,9.22,0,0,0,1.95,28.89,6.73,1.79,3.18,364.77,7.51,6.9,9.36,0,0.53,13.81,0,0.92,0,0,57.61,0,0.44,1.43,0,2.98
 60-70,0,0,0,0,16.97,0.72,0,101.42,0.58,11.13,1.14,20.95,6.37,0.66,0.58,0,6.9,0,2.94,0,0,21.42,0,0,3.06,490.5,2.21,3.6,3.87,0,0,10.2,0,0,0.97,0,63.28,2.13,0,1.49,0,0
 72-82,0,0,1.29,3.31,18.22,7.78,0,65.87,0,0.63,1.13,12.15,0.53,0,2.82,0.95,0,0,2.49,0,0,34.5,0.96,5.48,3.14,518.79,0,4.79,2.28,0,0,4.16,0,0,0.57,0,61.5,0.91,1.3,1,0,2.17
 84-94,0,0,0,0,18.08,11.18,0,68.14,0,3.44,0,9.93,8.35,0,1.1,6.82,1.32,0,2.8,0,0,39.29,3.11,0.86,1.19,285.5,3.67,0,11.07,0,1.31,19.16,0,0,0,0,12.44,1.84,3.42,2.97,3.12,2.83
 96-106,0,0,0,0,4.41,24.46,0.66,49.39,1.64,0,0,9.64,3.33,0,0,0,2.55,0,1.02,1.84,0,28.61,0,0,4.84,273.93,0,1.71,2.21,0,0,33.04,0,0,0,0,7.19,0,1.76,0,0.88,0.68
108-118,0,0,1.58,0,10.4,1.2,1.86,68.43,0,2.15,2.42,11.85,11.6,0,0,1.81,3.02,2.08,0.49,0.97,0,22.36,0.91,6.51,2.78,192.09,0.68,4.71,3.26,0,0.76,13.17,0,0,0,0,3.34,6.47,0,2.39,1.71,0
120,0,0,4.34,0,32.33,51.46,3.89,155.5,0,0,2.35,74.24,13.49,0,0,5.99,8.13,4.47,6.42,4.75,3.24,41.04,0,13.41,6.14,392.22,0,20.9,3.28,0,0,9.83,0,0,2.27,0,3.3,7.47,0,4.14,6.23,0
