stage,eye,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  7-9,12.17,0,3.35,0,0
 10-12,0,0,10.3,5.45,0
 14-21,0,1.04,0,0,0
 36-46,0,0,1.67,0,0
 48-58,0,0.73,0,0,0
 84-94,0,0,0,0,1.45
