stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  5-6,22.51,0,0,0,7.71,0
  7-9,0,0,0,16.77,0,0
 14-21,0,0,0,0,0,1.04
 24-34,0,0,0,0.66,0,3.27
 36-46,0,0,0,0.71,0,0
 48-58,0,4.72,0,9.84,0,0
 60-70,0,0,0,0.78,0,0
 72-82,0,0,0.86,0,0,0
 84-94,0,4.29,0,3.11,0,0
 96-106,0,2.94,0,0,0,0
108-118,0,17.18,0,0,0,0
