stage,blastomeres,eye,glial,lateral.line,mesenchyme,mucous,neural,otic,periderm
  3-4,63.34,0,0,0,0,0,0,0,0
  5-6,20.41,0,0,0,0,0,13.54,0,0
  7-9,0,0,0,0,0,0,7.46,0,0
 24-34,0,0,0,0,0,0,1.5,2.91,1.91
 36-46,0,0,0,0,0,0,0,0.8,0
 48-58,0,0.4,0,0,0,0,0,0,0
 60-70,0,2.82,0,0,0,0,9.43,3.75,0
 72-82,0,0.79,0,3.57,0,0,1.99,2.99,0
 84-94,0,1.73,0,0,0,0,6.85,2.72,0
 96-106,0,0,2.61,0,1.89,0.68,9.91,4.99,0
108-118,0,0,0,0,0,0,0.63,4.38,0
120,0,0,0,0,0,0,16.69,7.68,0
