stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,47.9,857.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0
  5-6,77.59,1187.85,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,19.19,34.42,58.3,0,0,0,77.54,0,0,0,0,0,33.61,0,0,0,0,0,0,0,0,0,0,0,691.14,66.96,0,0,211.66,0,0,4.58,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,0,41.6,0,0,0,50.76,0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0,259.69,3.62,0,0,128.01,0,4.05,19.15,0,17.7,0,0,0,0,0,0,0,0
 14-21,0,0.9,1.9,10.01,9.61,0,2.6,0,0,0,1,0,1.62,1.15,2.27,0,0,0,0,0,6.93,0,0,8.58,79.3,6.49,0,0,0.96,0,8.72,0,6.28,0.96,3.35,8.05,28.23,0,0,2.66,0,0
 24-34,0,0,0,7.57,0,0,16.73,0,0,0.7,3.75,0,0,2.84,7.14,0,0,0,0,0,8.39,0.61,0,0.7,178.72,0,0,0.69,0,0,16.54,0,4.21,0,0,3.87,29.23,0,0,3.17,0,0
 36-46,0,0,0,3.78,0,0,29.44,0,0,0.87,3.34,0,0,0,0,0,0,0,0,7.32,11.01,1.99,0,2.95,164.2,0,6.45,0.75,0,0,19.72,0,0,1.02,0,0,49.77,0,0,1.54,0,0
 48-58,0,0,0,11.52,0.38,0,54.13,0,1.35,0.41,4.34,0,0.48,0.67,4.73,0.46,0,0,0,0.6,5.63,1.13,0,0.96,120.09,2.21,1.25,0,0,0,8.17,0,0,0.46,0,0,15.54,0,0,2.48,0,1.09
 60-70,0,0,0,2.3,0,0,62.07,7.68,1.19,1.24,6.27,1.44,0,0.76,0,0.58,0,0.69,1.73,0,29.68,0,0,1.83,123.43,0,1.82,1.12,0,1.22,17.83,0,0,0,0,0,14.02,0,7.32,0,0,0
 72-82,0,0,0,4.17,0,0,54.13,0,0,0,4.81,1.71,0,1.6,0,0,3.06,0,2.65,0,17.93,0,5.24,2.45,65.45,0,0,2.52,0,0,11.36,0,0,0,0,0,10.39,0,0,2.72,0,4.64
 84-94,0,0,0,5.03,0,0,62.96,0,0.66,0,14.06,0.75,0,0,2.34,0,0.56,0.66,0,0,18.44,0,0,1.75,37.85,1.62,0,0.96,0,0,23.26,0,0,0,0,0,8.21,0,0,0.74,3.24,0
 96-106,0,0,0,7.55,4.86,0,41.69,0,0.71,1.52,7.73,1.57,0,0,2.56,0.61,0,0,9.13,0,17.3,0,0,0.78,33.55,2.3,1.24,0,0,2.93,16.1,0,0,0,0,0,2.14,0,0,6.19,2.14,0
108-118,0,0,0,7.63,0,1.45,40.64,2.21,2.31,0.75,3.96,3.97,0,0,1.15,2.16,1.64,0,0,0,19.04,2.47,1,0,61.07,0,3.95,6.77,0,0,15.59,0,0,0,0,0,4.47,4.34,1.65,3.73,1.28,5.03
120,0,0,0,23.37,0,4.06,55.21,0,1.44,0,39.64,7.69,0,0,1.77,0,0,2.07,0,0,37.88,0,0,0,59.94,0,0,3.06,0,0,34.34,0,0,0,0,0,2.98,0,0,0,0,0
