stage,blastomeres,epidermis,eye,hatching.gland,immune,neural,paraxial.mesoderm,pronephros,spinal.cord
  3-4,40.4,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.97,0,0,0,0,0
 10-12,0,0,0,0,0,25.85,8.04,0,0
 14-21,0,0,0,0,0,0,0,0,2.14
 60-70,0,0,0,0,0,1.52,0,0,0
 72-82,0,0,0,0,0,8.93,0,0,0
 96-106,0,1.2,1.29,0,0,0,0,0,0
108-118,0,0,0,0,5.22,0,0,0.64,0
120,0,0,0,0,5.83,19.01,0,0,0
