stage,axial,blastomeres,fin.mesenchyme,glial,neural,otic,paraxial.mesoderm,periderm,spinal.cord,vasculature
  3-4,0,11.02,0,0,0,0,0,11.57,0,0
  5-6,0,24.34,0,0,0,0,0,0,0,0
  7-9,6.54,0,0,0,8.38,0,3.56,0,0,0
 10-12,0,0,0,0,0,0,7.12,0,0,0
 14-21,0,0,0,0,0.95,0,0,0,2.03,0
 24-34,0,0,0,0,3.79,0,0,0,1.12,0
 36-46,0,0,0,0,0.79,0,0,0,0,0
 48-58,0,0,0,0,0,0.41,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,1.2,0
 96-106,0,0,0.97,0,0,0,0,0,0,0
108-118,0,0,0,3.97,0,0,0,0,0,1.07
120,0,0,0,0,2.6,0,0,0,0,0
