stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,285.72,2151.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,670.55,4496.38,0,0,0,0,0,0,0,0,0,0,41.07,0,0,0,0,0,0,0,0,0,0,0,287.72,72.7,0,0,106.32,0,68.03,0,0,0,0,0,0,0,0,0,0,0
  7-9,246.71,246.76,0,146.39,0,5.98,384.34,0,0,0,0,0,54.88,0,0,0,0,0,0,0,0,0,0,0,3031.57,384.75,0,0,2680.07,0,7.71,33.27,0,12.75,0,0,0,0,0,0,0,0
 10-12,0,130.51,0,499.82,0,19.57,468.72,0,0,0,0,0,40.06,0,0,0,0,0,0,0,0,0,0,0,4374.99,230.38,0,0,3137.77,0,0,5.55,10.74,433.14,0,47.48,3.51,0,0,0,0,0
 14-21,0,0,0,5.21,398.71,125.64,67.72,0,2.91,0,43.8,13.35,0,0,0.89,0.97,0,2.29,0,0,120.17,0,0,79.38,657.82,40.86,2.08,14.06,102.81,0,3.39,0,557.93,32.81,31.52,320.21,440.73,0,0,21.27,0,0
 24-34,0,0,0,2.74,103.81,5.07,94.5,0,7.09,7.44,23.93,0.63,1.82,0,4.36,4.24,3.74,7.06,3.58,0.67,91.37,2.11,0,53.74,725.22,3.53,7.91,6.71,0,3.82,1.79,0,0.97,1.38,0,47.95,258.56,0,0,13.88,0,1.55
 36-46,0,0,0,0,24.66,0,126.12,0,4.77,5.46,44.64,0,0,0.75,1.47,8.75,0,3.34,1.07,0,89.29,2.65,3.78,34.94,505.58,1.27,3.44,4.25,0,0,5.16,0,0,0.59,0,0.83,191.38,0,0,9.4,0,0
 48-58,0,0,0,0,26.08,0,84.12,1.02,3.07,16.11,57.5,1.54,0,1.13,1.34,0,0.41,1.25,0,0,91.06,0.45,4.2,15.82,365.42,0,0.79,5.98,0,0,2.65,0,0,0,0,0,145.41,0,0.42,9.46,0,3.26
 60-70,0,0,0,0,28.21,0,154.23,0,2.94,18.2,80.53,0.68,0,2.28,3.18,0.86,0,7.77,0,0,203.02,1.64,10.28,22.15,370.71,0,1.42,10.43,0,5.18,2.13,0,0,0,0,0,105.81,0.81,1.42,11.03,0.64,18.2
 72-82,0,0,0.49,0,25.83,0,106.53,0,0,21.7,74.79,2.27,0,1.74,2.61,0,0,5.35,0.62,0,142.49,6.26,4.61,15.47,276.78,0,2.29,4.25,0,2.77,0.56,0,0,0,0,0,36.1,3.7,0,5.78,3.33,0
 84-94,0,0,5.01,0,69.33,3.39,83.19,0,6.12,15.42,102.28,7.54,1.57,1.66,3.62,0,2.66,14.06,0.6,0,189.38,4.34,4.09,31.39,289.3,0,5.52,4.72,0,0,10.77,0,0,0.8,1.25,0,51.01,5.64,5.6,11.99,3.82,0
 96-106,0,0,0,0,57.49,1.41,107.24,0,3.01,20.22,103.66,8.43,0,1.47,5.31,5.62,0,10.77,0,0,172.5,3.94,11.3,22.95,175.05,0.6,5.8,8.84,0,0,6.08,2.06,0,0,0.64,0,16.65,4.36,0,5.99,8.95,1.44
108-118,0,0,0,0,54.09,0,63.44,0.42,6.17,10.52,78.55,4.07,0,0.69,9.7,5.71,0.82,5.53,0,0,216.8,0.94,6.57,14.94,207.5,0,1.07,10.99,0,2.93,0.63,0,0,5.48,0,0,14.22,5.11,0,3.88,1.01,0
120,0,0,0,0,40.3,0,90.67,0,16.23,23.84,175.02,5.45,0,0,0,2.99,0,7.83,0,0,119.57,1.56,4.61,15.72,222.2,1.38,0,16.02,0,0,18.92,0,0,0,0,0,16.05,1.89,0,25.63,5.66,0
