stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.72,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,5.26,0,0,17.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,34.09,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.27,13.52,0,0,0,0,0,5.47,0,0,0,0,5.09,0,0,0,0,0
 14-21,0,3.4,6.5,772.92,59.04,0,101.3,0,14.43,0,1.51,19.92,0.86,10.03,0,0.8,0,0,0,0,23.44,4.4,0,4.41,279.79,4.13,2.99,5.58,2.02,0,10.05,0,0.96,5.63,0,3.67,26.51,0,0,17.82,0,0
 24-34,0,2.93,7.84,250.9,3.54,0,23.94,0,13.1,0,2.05,14.02,0,39.06,0,0.95,0,3.24,8.13,0,103.04,2.67,0,26.47,263.13,2.05,14.41,43.73,0,0,90.37,0,0,12.54,0,2.72,36.8,0,0,157.45,0,0
 36-46,0,1.92,0.78,99.43,0,0,32.15,0,29.31,1.02,16.76,12.54,0,23.68,0,0,0,0,12.84,0,166.3,0.75,3.69,22.22,317.84,3.37,7.81,30.81,0,7.92,165.22,0,0,10.36,0,0,25.22,0,0,133.37,0,0
 48-58,0,0,0,33.78,0.45,0,43.23,0,6.96,0.75,66.36,3.33,1.44,47.42,0,1.92,0,0.39,19.62,0,89.23,0.44,1.23,19.11,168.61,0,12.15,19.08,0,1.12,150.4,0,0,5.88,0,0,21.42,0,0,73.9,0,3.21
 60-70,0,0,0,14.97,0,0,250.76,0,30.3,5.51,97,8.15,0,30.59,0.82,3.77,0,0,9.27,0,104.9,7.15,2.76,9.15,92.05,2.06,6.23,11.75,0,2.63,212.48,0,0,5.06,3.56,0,28.99,3.34,0,45.14,0.98,0
 72-82,0,0.61,1.26,13.01,0,0,1117.47,0,0,1.96,179.06,12.93,3.66,83.96,0,3.9,0,1.12,22.52,0,116.88,3.36,0,9.95,171.49,0,11.64,11.73,0,1.67,191.26,0,0,5.18,0,0,22.76,3.4,1.89,69.44,0.76,4.09
 84-94,0,1.44,1.91,34.07,6.78,0,972.08,0,10.81,1.43,143.53,12.71,0,21.09,2,3.45,0,1.42,42.56,0,95.37,11.1,0,10.75,113.15,0,11.49,9.06,0,0,682.96,0,0,14.03,0,0,21.37,0,0,69.76,0,0
 96-106,0,0,3.04,26.47,18.31,0.6,1573.58,2.85,28.1,0,258.65,8.96,0,50.89,0,6.1,0,0,46.18,0.69,98.37,9.79,1.8,7.74,122.91,0.82,17.96,26.59,0,2.4,517.73,0,0,7.45,0,0,10.2,2.75,0,54.37,1.12,3.64
108-118,0,4.25,2.7,20.45,2.21,0.5,1403.63,2,40.59,2.65,301.8,4.04,0,28.97,2.72,9.04,0.99,3,59.03,3.91,131.31,14.55,0,7.12,198.01,0,16.85,24.65,0,1.28,480.17,0,0,8.54,0,0,17.23,8.6,0,69.15,0,7.26
120,0,0,1.66,30.96,0,2.68,828.66,0,16.47,0,241.85,6.44,0,74.93,3.78,1.48,1.56,5.48,32.22,0,50.44,4.52,0,2.94,166.3,0,17.62,31.61,0,2.54,328.8,0,0,2.12,0,0,12.96,0,2.93,86.79,6.22,11.39
