stage,eye,glial,mesenchyme,neural,olfactory,paraxial_mesoderm
  7-9,0,0,0,0,0,5.5
 10-12,0,0,0,8.58,0,3.77
 14-21,0,0,0,0.98,0,0
 24-34,3.79,0,0,0,0,0
 36-46,0,0,0,0,1.21,0
 60-70,0,0,0,9.17,0,0
 72-82,2,13.96,0,48.08,0,0
 84-94,0,0,0,33.24,0,0
 96-106,2.72,0,0,62.57,0,0
108-118,2.84,0,2.08,186.84,0,0
120,0,0,4.22,273.58,0,0
