stage,eye,mesenchyme,neural,spinal.cord
 14-21,0,0,0,0.8
 24-34,0,0,1.07,0
 36-46,0,0,2.87,2.37
 48-58,0.64,0,2.47,0.56
 60-70,0,2.22,8.23,0
 72-82,0.69,0,10.81,0
120,8.26,0,0,0
