stage,epidermis,erythrocytes,eye,fast_muscle,ionocyte,lateral_line,mesenchyme,neural,periderm,pgc,somites
 14-21,0,0,0,0,0,0,0,1.08,0,0,0.86
 24-34,0,0,0,0,0,0,0,0.71,0.67,0,0
 36-46,0,0,1.06,0.67,0,0,0,1.58,0.73,0.81,0
 72-82,0,0,0,0,0,0,1,0,0,0,0
 84-94,0,7.33,0,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,1.62,0,0,0
108-118,1.1,0,0,0,1.23,0.42,0,0,0,0,0
