stage,exocrine.pancreas,eye,fin.mesenchyme,gut,muscle,neural,paraxial.mesoderm
  7-9,0,0,0,0,0,4.25,0
 10-12,0,0,0,0,0,9.11,3.03
 36-46,0,0,0.81,0,0,0,0
 84-94,0.6,0,0,0,2.43,0,0
 96-106,0.56,0,0,0,0,0,0
108-118,3.01,2.13,0,0,0,0,0
120,1.61,0,0,1.73,0,0,0
