stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,146.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,32.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.56,3.95,0,0,40.6,0,16.93,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.69,0,32.77,0,8.02,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.98,3.65,0,0,30.78,0,0,12.07,0,0,0,0,0,0,0,0,0,0
 14-21,1.77,0,0,13.96,37.92,57.76,0,3.34,0,0,0,6.23,55.07,0,8.71,6.72,0,0,0,0,4.36,0,0,7.36,240.83,5.06,5.27,0,1.3,0,1.88,0,13.85,18.56,0.8,5.89,106.12,0,0,13.78,0,0
 24-34,0,0,2.68,18.03,19.11,5.74,0,23.37,0,2.39,0.8,3.09,34.5,2.57,11.89,12.13,0,0.94,1.34,22.62,15.97,1.6,0,4.61,1268.35,8.32,24.78,0,0,0,3.07,0,1.03,16.27,0,1.4,344.47,0,0,53.59,0,42.06
 36-46,0,0,1.4,0,16.81,0,0,142.07,0,0,0,9.4,27.9,1.06,4.87,8.48,14.37,0.68,16.45,114.33,14.28,2.63,0.86,1.84,3144.08,10.71,42.59,0,0,0,1.16,1.59,0,5.49,2.61,0,625.75,0,0,20.44,0,87.98
 48-58,0,0,0,0,17.27,2.7,0,877.32,0.47,4.17,1.01,89.97,38.04,1.74,12.61,2.19,14.56,0,0,83.37,42.26,4.12,1.78,9.11,4694.4,4.12,17.61,1.32,0,1.65,9.52,0,0,3.86,1.86,0,966.96,0,0,15.18,0,131.04
 60-70,0,0,2.25,0,22.33,2.08,0,4388.53,0.58,6.54,0,166.48,63.66,2.54,42.78,2.1,25.75,0,6.74,60.38,97.39,2.39,2.97,9.26,5311.42,4.26,20.98,5.5,0,2.33,9.25,0,0,15.22,0,0,1173.34,0.65,1.06,11.95,0.89,86.97
 72-82,0,0,7.53,0,62.62,3.96,0,5629.44,0,10.07,7.85,355.43,85.36,5.81,36.22,3.06,18.37,4.22,3.08,12.6,134.85,1.17,10.61,1.84,3459.18,4.56,20.47,9.12,0,1.97,2.07,0,0,4.03,0,0,661.31,2.68,2.41,40.1,2.46,90.4
 84-94,0,0,9.83,0,47.16,5.89,0,3404.35,0.68,4.14,5.34,335.25,144.74,5.04,53.33,10.49,41.03,0.69,4.38,33.06,125.53,1.01,11.35,10.15,2372.03,4.16,30.3,4.51,0,2.26,12.39,0,0,9.54,0,0,419.49,4.23,4.04,40.96,10.92,54.41
 96-106,0,0,4.22,0.72,36.52,13.94,0.89,3043.37,0.76,1.96,7.07,345.38,94.97,0.87,54.74,2.42,26.37,2.79,28.6,12.66,97.62,7.85,2.73,11.85,1671.93,3.39,21.83,10.58,0,8.05,9.09,4.11,0,9.48,0,0,232.22,3.21,1.65,27.32,7.08,40.75
108-118,0,0,4.86,1.23,42.35,3.53,13.64,2025.66,0,6.38,8.66,341.42,59.76,1.74,38.23,4.08,43.08,4.36,2.68,14.04,84.1,0.54,12.6,5.52,1995.19,3.84,26.19,8.43,0,0,8.66,0,0,8.39,0.5,0,108.23,5.31,0,32.26,5.24,44.59
120,0,0,3.52,6.49,32.41,16.26,1.71,1549.96,0,3.6,3.16,534.01,95.25,2.63,100.56,8.7,53.1,3.7,12.63,1.79,158.6,0,19.46,6.73,2850.65,3.58,23.63,6.73,0,6.67,3.92,0,0,10.57,0,0,199.23,0,1.56,30.28,0,54.63
