stage,eye,glial,gut,mucous,neural,otic,somites,spinal.cord,taste
 14-21,0,0,0.82,0,0,0,0.99,0,0
 24-34,0,0,0,0,5,0.82,0,0.88,0
 36-46,0,0,0,0,2.09,0,0,0,0
 48-58,0.55,0,0,0,1.4,0,0,0,0
 60-70,2.73,0,0,0,2.07,0,0,0,0
 72-82,0,1.73,0,0,7.02,0,0,0,0
 84-94,5.97,0.66,0,0,0,0.97,0,0,0
 96-106,0,0,0,0,2.11,0,0,0,0
108-118,0,0,0,0.93,4.13,0,0,0,2.46
