stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,28.92,131.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,35.96,123.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,4.84,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,30.71,0,0,0,83.01,0,0,0,0,0,6.38,0,0,0,0,0,5.32,0,0,0,0,0,999.42,0,0,0,8.12,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,471.09,0,0,2122.56,0,1.27,0,1.8,0,0,0,0,2.35,0,0,0,0,43.9,0,0,3.16,828.54,1.54,0,10.07,2.62,0,1.48,20.11,0.85,0.86,29.75,36.86,0,0,0,0,0
 24-34,0,0,1.55,0,39.28,12.06,0,2770.99,0,9.03,4.43,3.49,0,1.66,0.67,0,0.99,0,1.32,6.19,0,20.87,0,0,17.09,603.2,0,1.26,203.1,0,5.37,0,1.55,0,2.19,9.66,42.64,0,0,6.43,0,8.7
 36-46,0,0,0.94,0,25.05,0,0,2895.55,0,0,0.79,3.94,0,0,0,0.97,0,0.71,0,10.06,0,318.51,0,0,3.99,351.02,0,15.58,259.87,0,4.24,0,0,0,2.47,0,41.32,0,0,0,0,0
 48-58,0,0,0,0.43,16.57,0.69,0,3400.9,0,5.82,2.76,29.17,0,0,0,0,0.38,0,0,0,0.48,808.14,0,0,8.42,381.36,0,0,312.11,0,10.42,0,8.03,0,0,0,40.76,0,0,1.49,0,6.47
 60-70,0,0,3.25,0,7.29,0,0,5466.87,0,1.49,20.22,112.98,0,0,0,4.37,0,1.55,0,0,0,1235.93,0,0,0.68,317.28,1.73,9.55,224.55,0,4.62,0,0,0,0,0,25.72,0,0.61,0,0,0
 72-82,0,0,5.58,0,13.35,6.36,0,5488.98,0,19.18,1.98,183.76,3.17,0,0,0.5,0,1.33,1.77,5.18,0,1339.29,7.23,3.89,0.93,340.35,0.91,4.77,275.25,0,6.42,0,0,0,8.92,0,27.74,4.21,3.35,4.92,0.96,3.31
 84-94,0,0,2.1,0,34.73,10.53,0,3641.47,0.93,1.94,2.44,134.01,0.98,0,0,2.58,0.6,9.17,0,0,0,1363.77,0,1.48,2.66,306.54,0,5.13,367.97,0,8.09,0,0,1.47,0,0,30.77,0.75,0,4.26,4.02,0
 96-106,0,0,11.99,0,37.85,5.59,0,3672.42,0,0,3.88,247.49,3.91,0,2.01,0,0.86,0.98,2.25,0,0,972.8,10.48,1.84,9.25,244.71,0,5.4,548.93,1.2,16.1,0,0,0,0,0,20.33,0,0,5.36,1.63,10.15
108-118,0,0,8.81,0,61.81,0.68,4.16,4101.51,0,0.76,1.19,255.08,3.84,0,1.03,1.35,0,0,0,0,0.72,1187.84,2.42,0,0.47,290.67,0,2.46,485.98,0,34.44,0,0,0,0,0,1.46,0,1.23,1.96,3.85,0
120,0,0,5.27,0,35.35,0,0,2629.55,1.99,2.4,11.76,306.08,1.24,0,0,0,0,0,0,2.7,0,789.99,0,19.96,3.57,272.81,1.33,5.78,302.42,0,28.41,0,0,0,0,0,0,0,3.79,0,0,0
