stage,erythrocytes,eye,glial,iridophores,liver,mesenchyme,neural,olfactory,spinal_cord
 24-34,0,0,0,0,0,0,2.32,0,0
 36-46,0,0,0,0,0,0,4.36,0,0
 48-58,0,0,0,0,0,0.72,0.5,0,0
 60-70,0,24.93,0,0,0,0,0,0.72,0
 72-82,0,77.71,0,0,0,0,11.29,0,2.35
 84-94,0,47.85,0,0,0,0,8,0,0
 96-106,0,98.53,1.07,0,9.58,0.93,12.2,0,0
108-118,0,147.01,1.98,0,0,0,8.47,0,0
120,3.08,17.36,0,1.05,0,0,7.09,0,5.96
