stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,61.84,701.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.26,0,0,0,0,0,0,0,0,0,0
  5-6,30.01,915.6,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,6.17,0,24.61,0,0,0,0,0,0,0,0,0,0
  7-9,25.76,9.19,0,39.77,0,0,31.62,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,0,0,422.53,4.91,0,0,95.09,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.96,0,23.16,0,0,45.05,0,0,0,0,0,13.91,0,0,0,0,0,0,0,0,0,0,0,561.69,0,0,0,143.05,0,0,0,24.35,0,0,0,0,0,0,0,0
 14-21,0,0,0,6.01,22,11.14,8.11,0,2.32,0,4.6,1.5,0,1.07,0,0.88,0,0,2.09,0,11.5,0,0,5,145.18,2.45,0,1.81,1.21,0,7.45,16.61,0,3.09,10.27,32.05,0,0,1.17,0,1.35
 24-34,0,0,0.66,2.12,10.57,0.81,7.28,0,0,0,1.31,0,0,0.67,0,2.19,0,1.12,3.58,0,23.32,0,0.81,8.02,106.39,0.83,5.91,2.24,0,0,8.7,0,0,0,0,19.23,0,0,5.02,0,0
 36-46,0,0,0,0,9.09,0,12.07,0,0,1.76,3.21,0,0,2.25,1.66,0,0,0,5.06,0.71,20.52,0,0,4.72,65.02,0,6.18,0.9,0,0,13.99,0,0,0,0,10.42,0,0,6,0,0.68
 48-58,0,0,0,0,11.14,0,28.88,0,10.9,0.45,8.26,1.96,0.7,0,0,0,0.43,0,5.6,2.93,12.8,0,0,1.7,59.12,0,3.59,0.55,0,0,8.99,0,0.47,0,0,18.56,0,0.4,0.52,0,1.79
 60-70,0,0,0,0,1.42,0,55.11,2.95,1.81,0,14.02,1.57,0,0,0.57,0,0,1.22,1.35,0.93,9.19,0,0,2.82,70.1,0,1.65,0,0,0,6.21,0,1.06,0,0,7.12,0,0,0.73,0,0.97
 72-82,0,0,0,0,9.96,0,30.31,0,0,1.61,12.96,2.6,0,0,0,1.05,3.82,0.91,0,0,25.48,0,0.92,3.05,53.1,0,3.32,1.42,0,1.4,6.57,0,0,0,0,5.22,0,2.34,0.98,0,0
 84-94,0,0,2.24,0,5.93,0,49.13,0,0.86,1.13,13.15,0,0,0,3.67,0.82,6.24,0.58,0,0.71,22.97,7.42,3.36,1.15,65.48,0,11.58,4.39,0,0,13.1,0,0.56,0,0,2.02,0,0,0,0,4.43
 96-106,0,0,0,0,4.45,1.13,30.88,0,0.71,0.57,8.05,2.1,0,0,3.9,0,0,1,0,0,31.59,0.69,0,2.78,43.25,0,6.34,4.64,0,0,3.8,0,0,0,0,5.1,0,0,0.58,0.76,0
108-118,0,0,0,0,11.36,0,26.29,0.49,1.55,0,21.23,0.88,0,0,1.41,0,0,0.45,7.11,0,23.06,0,0,2.39,46.37,0,11.43,1.89,0,5.15,8.69,0,0,0,0,0.57,0.69,0,3.12,1.45,3.31
120,0,0,0,0,9.85,0,48.08,0,4.18,0,2.4,2.8,0,0,8.78,2.06,0,3.66,1.06,0,6.49,0,0,1.02,47.15,0,3.36,4.93,0,0,6,0,1.56,0,0,1.75,0,0,4.59,0,0
