stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.79,145.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.81,6.26,0,19.03,0,0,0,49.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.21,0,0,0,60.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,58.97,0,5.77,0,14.44,0,76.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.44,15,0,0,294.79,0,0,0,47.91,0,16.2,0,0,0,0,0,0
 14-21,0,0,0,7.93,58.59,15.07,0,36.91,0,0,0,6.86,6.55,2.29,0,0,2.13,0,0,0,0.88,35.43,0,0,45.07,340.1,11.16,0,4.88,5.23,0,21.85,83.32,2.11,8.4,176.85,75.15,0,0,0,0,0
 24-34,0,0,0,0,18.27,0.67,0,63.81,0,2.07,0,1.72,0.71,0,2.73,0,0,0,0,0,1.39,66.42,0,0,28.13,508.41,2.09,0.76,8.93,0,0,36.71,0,0.64,0,5.81,108.02,0,0,25.07,0,1.35
 36-46,0,0,0,0,26.11,0,0,20.6,0,0.58,2.25,16.88,0,0,0,0,0,0,1.57,0,0,56.01,0,1.54,23.56,646.07,2.44,0,2.72,0,0,67.82,0,0.6,0,0,92.62,0,0,9.09,0,0.65
 48-58,0,0,0,0,1.4,0,0,44.93,0.41,3.2,2.21,15.87,0.92,0.54,0.71,0,0,0,0,0,0,63.21,0.48,8.77,11.35,862.78,4.79,0,2.65,6.64,0,13.89,0,0,0,0,115.53,0,1.34,2.81,0,0.47
 60-70,0,0,0,0,0.6,0,0,71.62,0,1.97,4.17,19.85,0.64,0.89,1.62,0.57,0,0.85,0,3.11,0,68.81,0,5.68,9.91,1532.53,0,0,4.2,0,0,22.82,0,0,0,0,111.14,0,1.64,5.81,0,0
 72-82,0,0,0,0,5.16,1.4,0,108.7,0,3.67,5.64,42.44,0.51,0,1.15,0,0,2.22,1.05,0.78,3.24,127.9,4.09,8.41,10.41,1128.11,0.73,0,6.16,0,0,6.84,0,0,0,0,54.42,0.71,7.5,8.49,1.45,16.94
 84-94,0,0,1.05,0,10.86,1.92,0,114.86,8.58,2.73,0.6,29.15,0,0,0,0.84,1.02,2.46,0.9,0,3.35,88.15,0,6.03,5.16,838.57,0,0,4.04,0,7.15,16.47,0,5.89,0,0,65.75,1.42,0.88,41.38,0.62,0
 96-106,0,0,0,0,16.83,1.41,0,96.64,1.05,8.82,2.59,23.68,0.78,0,1.55,0.58,0.71,0.89,1.17,9.42,0,65.84,0.7,0,10.8,572,0.75,4.06,5.56,0,4.78,20.91,0,0,0,0,34.23,5.21,4.51,21.9,3.55,0
108-118,0,0,0,0,9.49,0,0.55,80.51,1.14,0.97,1.16,15.14,0.62,0,0.63,0.68,3.03,14.14,1.32,0.56,0.76,94.65,3.79,0.51,4.06,694.61,0.94,1.39,7.8,0,4.5,24.89,0,0.42,0,0,15.05,0,1.36,21.73,3.83,1.86
120,0,0,0,0,19.54,14.73,0,129.34,0,0,0,73.93,0,0,0,4.66,0,6.89,2.89,0,3.24,70.27,0,0,13.34,1034.49,5.86,0,16,0,0,44.76,0,0,0,0,13.21,0,30.41,1.54,0,0
