stage,erythrocytes,eye,glial,neural,notochord,olfactory,otic,spinal.cord
 14-21,0,0,0,0,1.29,0,0,0
 24-34,0,0,0,0,0,0,0,1.04
 36-46,0,0,0,0,0,22.49,0,0
 48-58,0,0,0,2.34,0,0,0,0
 60-70,0,0,0,0.77,0,83.95,0,0
 72-82,0.56,0,0,0,0,20.63,0,0
 84-94,0,0,1.26,1.91,0,0,0,0
 96-106,0,1.28,0,7.01,0,155.16,0,0
108-118,0,2.95,0,3.95,0,140.47,4.45,0
120,0,0,0,0,0,0,0,1.75
