stage,epidermis,gut,immune,spinal.cord
 14-21,0,0,0,0.91
 60-70,0,0,1.65,0
 72-82,3.02,0,3.51,0
 96-106,0.86,1.3,17.07,0
108-118,2.23,0,25.13,0
120,0,0,49.83,0
