stage,blastomeres,epidermis,erythrocytes,eye,mesenchyme,neural,periderm,spinal_cord
  3-4,10.51,0,0,0,0,0,0,0
  5-6,24.14,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,11.26,0,0
 10-12,0,0,0,0,0,4.57,0,0
 24-34,0,0,0,0,0,3.07,0.6,7.84
 36-46,0,0,0,0,0,7.51,0.88,3.99
 48-58,0,0,0,0,0.44,1.97,0,8.65
 60-70,0,0,0,0,0,0,0,5.99
 72-82,0,0.84,0,0,1.32,3.16,0,0
 84-94,0,0,0,0,0.58,18.63,0,2.02
 96-106,0,0,2.48,0,1.4,1.85,0,0
108-118,0,0,1.04,1.88,0,1.12,0,0
120,0,0,10.42,0,0,0,0,0
