stage,blastomeres,eye,glial,lateral.line,neural,periderm
  5-6,8.49,0,0,0,0,0
  7-9,0,0,0,0,6.14,0
 10-12,0,8.15,0,0,12.59,0
 14-21,0,0,0,0,1.02,0
 48-58,0,0,0,0,0,1.62
 60-70,0,2.6,0,0,0,0.57
 72-82,0,2.21,0,2.17,0,0.6
 84-94,0,0,0,0,0,5.67
 96-106,0,0,0,0,1.47,20.27
108-118,0,0,1.26,0,1.75,11.71
120,0,0,0,0,0,11.01
