stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pronephros
  3-4,10.58,142.22,0,0,0,0,0,0,41.72,0
  5-6,49.87,413.1,0,0,0,29.79,0,0,0,0
  7-9,0,0,8.68,26.07,23.4,180.14,15.04,95.12,0,0
 10-12,0,12.9,5.05,23.35,0,154.18,0,21.79,0,15.92
