stage,blastomeres,epidermis,mesenchyme,neural,paraxial.mesoderm
  3-4,18.09,0,0,0,0
  5-6,0,0,0,30.05,0
  7-9,0,0,0,0,6.63
 48-58,0,0,0,2.11,0
 60-70,0,0,0,1.29,0
 84-94,0,0.7,0,0,0
108-118,0,0,0.74,1.68,0
