stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.59,459.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.8,1497.13,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,50.49,8.7,0,0,0,0,12.69,0,0,0,0,0,0,0,0,0,0
  7-9,43.01,36.35,0,102.09,0,6.96,0,144.21,0,0,0,0,0,60.02,0,0,0,0,0,0,0,0,0,0,0,1603.61,84.58,0,0,691.23,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,77.73,0,130.39,0,0,0,121.31,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,3.87,1607.29,119.05,0,0,717.2,0,0,0,62.88,0,0,0,0,0,0,0,0
 14-21,0,0,3.22,0,32.56,7.75,0,10.97,0,0,0,12.2,4.03,0,1.76,0,0,0,0,0,0,47.66,0,0,18.41,241.81,10.21,3.59,0,10.18,0,3.38,30.5,2.77,1.47,35.38,110.86,0,0,6.71,0,0
 24-34,0,0,0,2.21,16.51,5.02,0,48.64,0,0.85,1.85,18.18,0.66,0,3.75,0,3.87,0,0,0.69,4.57,55.02,0,2.43,38.24,830.51,3.34,11.5,5.92,0,0,9.87,0,5.11,0,16.33,225.66,0,0,22.55,0,0.95
 36-46,0,0,1.47,0,13.57,6.29,0,84.41,31.83,0.62,2.96,33.46,0,0,1.28,0,2.42,0,0,0,4.72,81.39,1.26,1.54,16.72,1083.17,10.58,7.42,19.7,0,0,39.76,0,1.46,5.71,0,272.91,0,0,7.41,0,9.76
 48-58,0,0,0,0,30.71,2.93,0,248.45,1.32,14.57,2.58,72.7,0,0,0.48,6.69,7.44,0.38,1.38,4.44,7.18,102.36,0.48,6.27,27.59,1018.49,11.43,7.95,2.11,0,0.61,39.97,0,1.5,2.07,0,248.35,0,0,10.66,0,9.65
 60-70,0,0,0.7,0,29.97,7.76,0,485.63,0,14.75,6.73,89.4,1.91,4.08,0,4.54,0.59,2.94,4.03,0.87,3.78,180.86,3.9,11.2,18.09,1007.03,4.95,2.85,5.82,0,0,25.9,0,4.7,0,0,157.63,0.81,2.41,12.97,0,2.05
 72-82,0,0,1.84,0,18.77,23.48,0,626.02,3.49,3.85,17.74,123.93,8.35,0.6,1.62,16.17,4.1,1.35,3.96,0,1.74,230.16,1.72,12.97,22.28,970.28,1.04,6.53,8.58,0,1.06,10.03,0,4.5,0,0,131.49,1.02,7.39,21.14,2.06,13.94
 84-94,0,0,3.29,0,22.59,30.47,0,523.87,2.48,3.04,4.31,95.09,6.91,0,9.7,7.62,6.08,1.97,2.35,1.44,2.57,204.11,19.81,13.51,19.91,602.22,3.87,19.08,12.91,0,4.18,67.88,0,2.84,0.78,0,76.61,0,7.57,32.1,2.9,1.92
 96-106,0,0,2.33,0,34.42,32.13,1.23,422.17,0,5.42,5.99,90.94,6.05,0,4.61,12.86,2.13,2.8,6.29,0.59,0.68,179.77,5.31,7.08,12.8,500.97,1.41,10.23,16.04,0,4.9,32.57,0,0,0,0,52.37,2.5,2.58,20.99,6.14,5.49
108-118,0,0,0.54,0,32.79,30.24,3.72,354.45,3.15,7.97,7.04,96.36,9.1,0,0.49,10.01,1.89,4.66,3.69,4.42,2.1,157.98,1.08,10.57,5.06,688.1,9.28,15.75,10.79,0,2.88,44.39,0,1.44,0.73,0,37.51,7.24,3.02,24.2,2.04,8.81
120,1.12,0,0,0,49.05,31.93,0,218.3,17.79,20.93,20.22,133.16,10.25,0,5.19,13.07,0,0,10.73,17.76,0,168.82,3.89,10.85,12.49,821.61,14.05,12.28,13.98,0,22.28,26.44,0,1.14,0,0,10.55,3.57,0,14.86,2.64,0
