stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,990.82,12381.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.64,0,0,0,0,0,0,0,0,0,0,0
  5-6,649.61,9478.16,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,337.05,37.3,0,0,76.07,231.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,73.32,213.53,0,165.57,0,26.88,0,239.92,0,0,0,0,0,53.66,0,0,0,0,0,0,0,0,0,0,0,4574.69,108.61,0,0,1633.58,11.98,41.13,0,19.63,0,0,0,0,0,0,0,0
 10-12,0,288.62,0,184.43,0,14.15,0,119.4,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,7.75,6548.86,83.21,0,0,2580.08,0,38.29,4.76,772.3,0,74.32,4.51,0,0,0,0,0
 14-21,0,1.4,0,6.84,665.31,213.61,0,126.9,0,3.22,0,89.86,3.59,0,5.84,9.12,6.7,0.87,2.82,2.17,3.42,299.04,2.65,0,970.18,3246.51,15.6,67.22,144.34,91.07,58,19.27,744.24,36.6,29.24,17541.6,630.25,0,0,261.67,0,1.35
 24-34,0,0,0,3.04,59.1,27.45,0,144.08,2.87,3.07,1.56,47.3,3.68,0,6.01,7.23,14.09,2.07,2.87,2.02,11.47,220.73,1.97,0,510.72,2044.95,5.45,106.96,38.34,0,19.12,1.47,23.02,21.28,11.17,4323.67,232.71,0,0,972.8,0,2.6
 36-46,0,0,0,0,20.41,0.6,0,84.1,10.4,1.41,0.62,24.45,0.82,0,8.61,18.22,0,0,1.09,2.44,30.27,182.1,0,2.12,332.66,875.78,0.6,26.81,24.53,0,4.53,1.02,1.05,6.54,9.04,89.16,65.51,0,0,690.11,0,2.58
 48-58,0.78,0,0,0.4,6.29,2.41,0,53.59,12.51,1.68,5.53,75.93,1.51,0,13.7,0.57,3.92,0.38,0.54,3.74,4.06,142.02,0,3.37,623.42,555.3,0,7.89,30.75,0,1.58,0,2.72,0.59,1.87,5.26,46.87,0,0,697.39,0,0
 60-70,0,0,0.62,0,9.03,1.6,0,103.35,35.63,7.14,9.59,121.52,5.51,0,29.79,12.41,8.3,6.1,1.35,1.69,6.32,126.62,0,0,461.3,276.02,1.1,2.19,34.95,0,1.11,0,0,0,6.31,0,43.28,0,0,710.92,0,3.32
 72-82,0,0,2,0.75,5.78,5.55,0,159.15,21.84,1.66,3.1,160.72,2.6,0,44.02,27.88,0.61,2.37,1.35,2.11,0.53,223.11,3.04,2.33,547.62,256.57,0,3.52,43.08,0,1.73,0,0,1.68,1.07,0,8.53,2.1,3.66,1370.55,1.15,5.13
 84-94,0,0,1.44,1.04,20.26,5.08,0.58,200.23,20.74,0,2.31,150.6,5.23,0,24.37,18.47,1.24,7.74,0.58,4.43,7.02,206.5,0,3.49,677.08,314.28,0,7.27,37.92,0,5.88,0,0,0,0,0,4.57,5.14,2.82,1296.89,0.66,9.88
 96-106,0,0,0,0,29.42,28.15,0,195.5,32.28,6.56,1.34,167.34,20.1,0,50.67,42.89,1.25,2.01,0,13.58,2.79,242.65,0.97,4.32,752.98,242.21,2.77,6.65,65.46,0,19.65,0,0,2.07,3.21,0,4.97,4.69,0.72,2001.18,5.98,1.51
108-118,1.79,0,0,0,20.96,11.98,4.11,199.34,12.9,3.97,1.79,211.12,20.02,0,28.76,40.87,1.95,2.62,2.73,15.69,16.17,250.74,1.98,0.97,1096.04,331.01,0,2.74,58.2,0,12.14,0,0,4.9,3.69,0,3.94,0.68,1.26,1525.77,1.31,3.48
120,0,0,0,0,38.72,76.23,0,134.92,27.18,3.1,2.07,231.25,55.5,5.2,67.4,29.01,1.45,2.67,1.08,0,9.35,225.34,0,0,1065.39,302.07,6.07,0,38.08,0,8.13,0,2.24,0,0,0,12.11,0,3.74,1753.03,0,0
