stage,eye,fin_epithelia,fin_mesenchyme,mesenchyme,neural,periderm,somites
 10-12,0,0,0,0,30.65,0,0
 14-21,0,0,0,0,0.94,0,1.01
 48-58,0,0,0,0,1.52,0,0
 60-70,0,7.69,0,0,5.51,0,0
 72-82,0.65,0,0,0,0,0,0
 84-94,0,0,1.86,0,0,0,0
 96-106,1.6,0,0,1.55,0,2.7,0
120,0,0,0,4.82,1.13,0,0
