stage,eye,mesenchyme,neural,spinal.cord
 24-34,0,1.43,1.72,0.8
 36-46,0,0,8.39,1.05
 48-58,0.43,0.63,1.43,0.5
 60-70,0.81,0,15.58,0
 72-82,0,0,19.45,0
 84-94,15.31,0,15.13,0
 96-106,1.67,0,5.08,1.5
108-118,10.48,0,3.09,0
120,6.28,0,7.63,0
