stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,4.52,17.79,251.4,57.5,0,114.35,0,0.92,0,36.79,10.84,47.72,4.63,0.9,11.88,0,0,1.02,4.52,134.18,0,0,95.01,1595.8,66.54,4.69,10.46,25.56,0,67.5,10.72,169.59,37.02,12.99,209.87,522.65,0,0,18.38,0,1.01
 24-34,0.88,3.95,10.43,116.46,15.68,0,252.94,0,11.76,13.8,50.5,9.66,9.83,8.53,2.63,46.56,13.29,14.56,16.23,9.25,204.96,12.57,2.43,101.69,3155.69,21.76,51.59,27.19,0,0,165.23,0.98,1.68,10.15,2.98,47.77,703.5,0,0,112.13,0,22.86
 36-46,0,0.69,0.96,47.19,10.61,0,534.92,4.22,6.29,9.07,110.25,3.28,5.57,9.32,16.83,14.28,33.05,6.33,4.29,10.34,244.03,5.88,5.89,80.28,3497.78,21.43,43.66,16.4,0,0,261.8,0.68,0,17.49,0,0,717.99,0,0.85,54.1,0,23.42
 48-58,1.16,1.01,0.45,71.63,25.11,0,1154.67,3.23,21.34,32.16,213.25,2.79,47.78,12.77,18.32,32.39,14.94,5.92,2.38,12.08,349.23,5.27,17.53,58.91,3156.82,15.04,47.46,21.53,0,1.35,173.98,0.56,0,11.66,0.95,0,716.72,0,1.69,42.69,0.9,50.87
 60-70,0,1.52,0,67.59,47.37,0,1891.36,3.56,33.91,17.88,263.53,5.23,29.59,28.71,19.01,14.62,6.92,7.06,0,8.09,447.05,5.88,21.28,66.46,3281.07,6.44,34.19,43.4,1.62,6.71,169.79,0.85,0,9.62,5.37,0,626.92,0,7.9,27.61,2.72,84.22
 72-82,0,7.71,0,86.47,127.02,1.27,1720.9,2.07,5,35.61,307.21,18.56,13.36,14.48,21.45,21.11,12.41,19.77,5.36,3.2,642.33,7.54,16.7,35.38,2580.2,7.04,45.8,40.24,0,11.52,107.79,0,0,15.83,0,0,394.09,10.3,19.4,73.46,7,58.9
 84-94,0,5.73,2.05,104.99,152.6,0.6,1337.49,5.35,12.37,31.91,247.97,44.35,18.88,26.66,35.9,62.6,17.08,19.99,7.56,12.8,518.11,15.73,19,44.06,1949.41,14.65,42.91,41.5,0,5.75,361.45,0,0,20.93,1.4,0,264.62,27.72,19.17,106.2,26.66,74.01
 96-106,0,6.14,0,121.75,208.09,1.71,1184.32,7.23,16.62,25.05,309.97,52.14,2.38,12.67,33.71,46.07,10.42,27.29,17.71,8.04,536.01,12.37,17.36,49.6,1408.23,3.02,58.79,42.05,0,9.49,301.7,2.06,0,7.4,0.84,0,122.29,19.54,11.01,57.91,12.11,67.45
108-118,0,8.31,0.74,160.47,145.77,12.94,1110.54,11.12,16.99,25.4,341.22,59.35,2.74,16.46,56.81,48.4,36.14,17.55,19.42,15.95,613.1,12.13,11.09,49.87,2215.4,7.81,41.47,72.85,0,7.63,258.8,0.79,0,8.74,2.32,0,140.33,27.43,13.07,105.24,13.37,75.83
120,1.19,8.4,0,138.65,179.52,2.84,952.46,10.79,21.29,29.84,557.37,36.04,5.2,22.59,70.77,27.37,21.01,2.85,6.96,1.33,588.86,3.13,79.8,26.39,2700.11,25.46,36.45,91.47,0,18.28,159.91,0,0,30.35,0,0,107.9,5.32,11.45,89.8,18.15,69.73
