stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,196.09,3069.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.59,0,0,0,0,0,0,0,0,0,0
  5-6,229.49,4705.01,0,21.41,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,156.68,21.59,0,0,0,0,24.32,0,0,0,0,0,0,0,0,0,0
  7-9,55.97,64.46,0,119.91,0,0,0,207.9,0,0,0,0,0,40.08,0,0,0,0,0,0,0,0,0,0,0,2212.03,59.2,0,0,636.87,0,12.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,52.54,0,64.39,0,21.89,0,156.69,0,0,0,0,0,18.87,0,0,0,0,0,0,0,0,0,0,0,1524.91,54.97,0,0,492.38,0,3.1,0,32.61,0,14.21,0,0,0,0,0,0
 14-21,0,0,0,0.84,37.49,5.47,0,25.42,0,2.04,0,11.63,1.07,0,1.23,0,0.8,0.87,0,0,0,18.91,0,0,14.46,249.15,2.93,0,1.82,2.2,0,2.7,24.9,1.86,0,20.9,91.29,0,0,0.9,0,0
 24-34,0,0,0,0.59,9.95,0,0,46.15,0,0.9,1.34,10.84,0,0,0.62,0,0,0,2.76,9.94,0,44.82,0,0,22.32,429.58,0,3.2,1.99,0,0,8.46,0,2.11,0,7.1,87.56,0,0,4.85,0,0
 36-46,0,0,0,0.63,2.53,0,0,51.12,0,1.96,3.03,32.95,0,0,0,0,0,1.49,0.65,0,0,45,0,0,6.28,395.65,0,2.99,2.8,0,7.92,24.3,5.8,0,0,0,100.49,0,0,13.63,0,0
 48-58,0,0,0,0.42,2.83,0.85,0,112.31,0,4.88,2.76,57.17,0,0,0.58,0,0,1.24,0,0.6,0,55.3,0.37,4.32,13.38,292.85,0.39,0,0.81,0,0.45,2.57,0,1.87,1.57,0,84.89,0,0.42,4.07,0,1.32
 60-70,0,0,0.89,0,5.55,5,0,114.5,0,0,0,46.84,0,0,0.77,4.75,0,0.66,0,0,0,49.96,0,2.4,4.7,191.23,0,3.34,0.91,0,0,5.82,0,0,0,0,26.27,2.18,0.61,2.76,0,0.77
 72-82,0,0,0.79,0,7.11,1.53,0,85.17,0,0,1.88,28.17,1.23,0,1.15,0.67,0,0,1.04,0,0,67.44,2.22,9,10.48,158.66,0.53,0.49,0.76,0,1.06,1.48,0,0.51,0,0,29.34,0.81,2.13,4.22,0.5,7.16
 84-94,0,0,0,0,9.92,0,0,83.64,0,7.57,1.03,34.75,0,0,1.18,3.09,0.73,0.74,0.8,6.31,0.58,59.62,4.42,3.47,6.02,122.46,2.38,0.77,6.92,0,0,24.46,0,1.27,0,0,10.72,1.03,0,21.03,0.82,0
 96-106,0,0,0,0,7.34,0,0.97,51.53,0,2.15,0.85,55.16,0.7,0,0,4.38,0.8,4.19,1.2,4.61,3.22,30.56,0.83,0,16.06,97.28,1.22,0,0,0,2.93,13.63,0,0,0.64,0,10.62,0,2.5,13.15,1.41,1.44
108-118,0,0,0.79,0,10.46,0,6.54,48.57,1.11,0.69,0.72,51.03,0.6,0,0.86,4.45,4.58,2.59,0,2.91,0.51,65.4,0,4.58,9.45,153.84,0.77,5.01,2.04,0,0,10.68,0,0,1.11,0,12.71,1.12,3.65,7.86,0.69,1.59
120,0,0,0,0,4.23,3.81,0,19.52,0,2.23,0,58.54,0,0,0,5.67,0,0,3.15,1.28,0,48.05,0,3.62,12.05,223.16,9.8,3.5,1.43,0,0,5.09,0,1.14,0,0,0,2.24,0,6.17,0,0
