stage,blastomeres,eye,fin_epithelia,hatching_gland,mesenchyme,neural,paraxial_mesoderm,pronephros,spinal_cord
  3-4,18.64,0,0,0,0,0,0,0,0
  5-6,26.55,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.2,0,7.11,8.68,0,0
 10-12,0,0,0,0,0,4.88,6.78,0,0
 14-21,0,0,0,0,0,1.25,0,3.42,0
 24-34,0,0,0,0,0,2.29,0,3.95,0.81
 36-46,0,0,0,0,0,1,0,0,0
 48-58,0,1.74,0.37,0,0,1.03,0,0,0
 60-70,0,0,0,0,0,0.9,0,0,0
 72-82,0,0,0,0,2.25,1.9,0,0,0
 84-94,0,0,0,0,0,2.23,0,0,0
 96-106,0,1.6,0,0,0,0,0,0,0
