stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,328.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.95,903.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.27,0,0,0,20.55,0,18.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,22.96,13.78,0,37.96,0,0,0,29.86,0,0,0,0,20.24,0,0,0,0,0,0,0,0,0,0,0,543.78,11.56,0,0,176.23,0,0,7.58,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.29,0,17.08,0,0,0,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.07,3.44,0,0,134.42,0,0,0,0,10.72,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4.37,1.39,0,2.06,0,0,0.83,0,0,0,0,0,0,0,0,0,6.28,0,0,1.8,50.79,0,0,0,1,0,0,0,6.47,0,0.8,9.91,14.57,0,0,0,0,0
 24-34,0,0,0,0,2.43,0,0,7.76,0,0,3.32,0,0,0,0,1.62,0,0,0,0,6.29,0,0,3.96,96.56,0,0,0,0,0,1.7,0,0,0,0.64,0.93,20.63,0,0,7.79,0,0
 36-46,0,0,0,0.56,9.16,0,0,35.2,0,0,10.41,0,0,0,0,0,0,0,0,5.56,21.93,0,0.71,3.45,120.34,0.9,5.91,0.74,0,0,2.86,0,0,0,0,0,32.23,0,0,1.03,0,0
 48-58,0,0,0,0,2.16,0,0,37.94,0,0.47,5.22,1.15,0,0,5.07,0,6.38,0,0,0,19.51,0,0.58,1.62,74.29,0,1.09,1.1,0,0,0.37,0,0,0,0,0,17.03,0,0,4.5,0,1.51
 60-70,0,0,0,0,0,0.93,0,59.57,0,0,29.57,0,0,0,0,0,4.25,0,0,0,21.56,0,0,0,82.65,0,0,0,0,0,4.37,0,0,0,0,0,9.7,0,2.6,0.75,0,0
 72-82,0,0,0,0,1.08,0.76,0,31.91,0,3.2,6.85,0,0,1.84,0.49,0,1.03,0.66,0,0,29.9,4.17,0.89,9.93,66.57,0,0.5,0.57,0,0,4.51,0,0,0,0,0,11.95,0,0,0,0,0
 84-94,0,0,0.66,0,0.87,2.44,0,19.89,0,1.18,17.67,0,0,0,0.75,0,0,0,0,0,27.41,0.61,0,2.55,76.77,0.72,0,1.75,0,0.57,33.11,0,0,1.3,0,0,2.02,2.46,0,0,0,6.99
 96-106,0,0,0,0,2.03,2.14,0,26.44,0.68,0,11.87,0,0,0.71,0.58,0.56,0,0,0,0,33.92,0,1.69,2.99,52.51,0,0,0,0,0.99,59.86,0,0,0,0,0,10.33,2.59,0,1.49,0,0
108-118,0,0,0,0.74,8.22,8.11,1.92,21.76,2.25,2.9,14,0.63,0,0,0,1.1,5.49,0,0.57,0.51,16.82,0,0,1.72,59.83,1.55,1.55,0,0,3.32,71.32,0,0,0,0,0,5.38,0,3.08,0.94,1.14,3.42
120,0,0,0,0,1.48,13.45,0,14.8,1.93,0,3.86,0,0,0,1.51,0,1.87,1.69,0,0,20.18,0,0,5.65,58.47,0,0,0,0,0,26.63,0,0,0,1.63,0,7.58,2.06,0,1.44,0,0
