stage,blastomeres,endoderm,eye,glial,hatching_gland,neural,olfactory,paraxial_mesoderm,periderm
  3-4,38.1,0,0,0,0,0,0,0,20.16
  5-6,67.36,0,0,0,0,0,0,0,0
  7-9,0,4.62,4.73,0,3.74,16.67,0,4.75,0
 10-12,0,0,3.65,0,0,6.07,0,0,0
 48-58,0,0,0.5,0.8,0,0,0,0,0
 60-70,0,0,0,0,0,0,1.4,0,0
 72-82,0,0,2.62,0,0,0,0,0,0
 84-94,0,0,3.98,0,0,0,0,0,0
 96-106,0,0,1.97,0,0,0,0,0,0
108-118,0,0,0.53,0,0,0,0,0,0
