stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,155.96,3474.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,402.5,8595.77,0,12.33,0,0,0,0,0,0,0,0,45.74,0,0,0,0,0,0,0,0,0,0,0,509.8,19.16,0,0,131.83,0,99.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,99.14,142.31,0,69.35,0,0,481.67,0,0,0,0,0,79.89,0,0,0,0,0,0,0,0,0,0,0,3472.08,146,0,0,1017.76,0,9.39,3.79,0,0,0,0,0,0,0,0,0,0
 10-12,0,90.07,0,146.29,0,24.7,216,0,0,0,0,0,16.54,0,0,0,0,0,0,0,0,0,0,0,2345.29,175.02,0,0,718.25,0,5.16,9.34,0,106.62,0,9.16,3.28,0,0,0,0,0
 14-21,0,0,1.11,6.96,60.63,11.88,25.91,0,0,0,15.7,2.73,0,2.36,0,0,0,0,0,0,46.64,0,0,25.74,488,11.97,1.09,6.13,12.59,0,6.4,0,58.14,1.86,2.65,24.31,145.08,0,0,2.32,0,0
 24-34,0,0,1.29,0.86,13.23,1.5,60.35,0,0.62,0,11.25,1.33,0,5.03,0,0.6,0.77,0,1.13,0,76.26,0,1.21,22.76,810.45,3.05,3.25,6.31,0,0,13.45,0,0,1.3,0,3.53,184.1,0,0,12.09,0,0
 36-46,0,0,0,0.56,8.72,0,103.2,0,0,0.64,21.55,0.58,0,0.9,0,0,0,0.67,0.77,0,71.82,0,3.45,25.71,511.93,0,2.46,8.36,0,0,8.01,0,0,2.85,0,0,138.81,0,0,4.58,0,1.29
 48-58,0.39,0,0,0,10.1,0,194.22,1.56,0.42,3.83,52.77,0,0,1.13,1.43,0,2.75,0.38,5.05,1.74,78.97,0,6.06,13.19,298.94,1.21,1.49,3,0,0,10.61,0,0,0,0,0,90.27,0,0,0.62,0,10.47
 60-70,0,0,0,0,3.24,0,106.03,0,0,0,53.84,0,0,0,2.68,0,1.55,0,0,0,63.35,0,4.76,7.51,180.8,2.55,0,0,0,0.84,6.66,0,0,0,0,0,34.09,0,0.57,3.88,0.71,3.83
 72-82,0,0,0.5,0,4.23,0.59,74,0,0.7,0,43.29,1.48,0,1.68,1.18,0.52,0,0,0,0,68.57,0,1.8,9.05,145.78,1.26,1.22,1.28,0,1.06,8.99,0,0,0,0,0,10.51,0,0,7.46,0,6.9
 84-94,0,0,0,0,5.84,3.37,66.48,0,0.86,4.51,31.37,0,0,0,0.98,0,0,0,2.4,0,61.62,0,2.02,6.83,128.33,0,1.83,3.25,0,0,18.98,0,0,0,0,0,17.04,0,0.9,10.79,2.95,0
 96-106,0,0,0.88,0,13.75,0,51.27,0,4.62,0,23.08,2.75,0,3.12,5.03,1.29,0,2.9,0,0,43.02,1.5,2.49,6.99,115.33,0,4.23,3.5,0,0,12.38,0,0,1.33,0,0,4.23,0,3.64,6.41,3.31,0
108-118,0,0,0,0,9.23,0,49.91,0,5.17,2.92,45.59,3.7,0,0,3.01,0.58,3.2,1.05,0.69,0,49.24,3.11,4.03,11.46,141.26,1.6,0.43,1.34,0,0,8.59,0,0,1.38,0,0,3.13,0.51,3.95,12.11,2.51,0
120,0,0,2.94,0,15.65,0,95.7,0,0,0,43.09,0,0,0,6.56,7.01,1.18,0,0,1.6,50.85,1.47,1.83,9.51,201.88,0,0,0,0,11.71,3.13,0,0,0,0,0,5.59,0,0,4.69,0,0
