stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,135.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,406.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,19.31,0,0,8.94,0,10.29,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.47,15.49,0,0,0,0,82.33,0,0,0,0,0,38.15,0,0,0,0,0,0,0,0,0,0,0,395.27,41.02,0,0,190.7,0,3.92,7.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,78.98,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,346.05,76.75,0,0,108.19,0,0,3.78,0,9.9,0,0,0,0,0,0,0,0
 14-21,0,0,144.25,217.41,47.65,0,98.88,0,1.1,0,7.1,3.23,9.21,28.45,0,2.13,0,0,1.76,0.86,721.13,0.97,0,524.5,651.4,2939.43,0,1.82,14.38,0,12.32,1.85,78.4,12.05,3.73,79.4,176.64,0,0,40,0,0
 24-34,0.88,0.83,39.03,73.24,2.64,0,53.59,0.67,6.29,1.41,0.6,3.24,0,49.73,0,1.29,0,0,9.1,0,430.27,0,9.62,221.85,313.22,78.55,1.06,3.88,0,7.92,13.23,0,0,10.25,0,11.18,56.67,0,0,217.49,0,0.77
 36-46,0,0,1.4,22.7,13.2,0,54.69,2.67,47.02,9.47,7.41,6.48,0,28.31,0,0,1.44,0,4.73,0,528.05,0,44.44,129.39,353.85,10.52,0.6,2.13,0,6.52,9.94,1.84,0,15.48,0,0,60.85,0,0,161.4,0,0
 48-58,0,0,0,3.75,0.91,0,48.79,1.79,15.81,25.33,3.17,0.45,0,15.42,0.97,0,0,0,2.23,0,584.77,0,37.8,83.64,152.11,1.34,0,0.38,0,10.29,8.85,0.56,0,1.78,0,0,25.83,0,0,72.05,0,3.22
 60-70,0,0,0,13.53,0.57,0,51.46,2.65,11.07,30.28,7.64,0,0,2.17,0,0,0,0,0.73,0,529.87,0,18.92,99.2,220.63,3.77,0,0,0,6.04,15.69,0,0,0,0,0,32.25,0,2.33,63.44,0.87,0
 72-82,0,0,0,0,0,1.04,37.42,4.71,1.19,13.68,6.1,0,0,6.95,0,0,0,0,0,0,413.9,0,42.13,55.25,146.95,4.96,0,0,0,6.59,6.04,0,0,0,0,0,26.56,0,0.83,71.46,0.7,0
 84-94,0,0,0,5.01,0,0,36.31,9.21,4.34,8.88,1.61,0.58,0,1.45,0,0,1.32,0,0,0,364.02,0,25.3,52.88,69.62,5.41,0,3.29,0,11.69,0.65,0,0,0,0,0,4.07,0,3.2,86.51,0.82,0
 96-106,1.12,0,0,2.11,0,0,33.76,7.96,5.24,7.42,7.77,1.18,0,2.21,0.58,0,0,0.84,10.45,0,175.27,0,23.42,44.14,60.58,2.69,0,1.2,0,2.63,0,0,0,0.71,0,0,8.13,0,0.87,51.43,0,0
108-118,0,0,0.74,0.48,0,0,21.28,6.28,9.38,20.3,3.05,0,0,0.68,0,0,0,2.29,1.17,0,249.56,0,24.56,49.94,61.34,3.99,0,3.8,0,1.78,0,0,0,0.53,0,0,6.11,0.68,0,91.78,0,0
120,0,0,0,0,9.17,0,13.19,0,7.51,17.42,13.89,0,0,0,0,0,0,1.77,0,0,118.29,0,22.35,52.96,51.6,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,66.17,0,0
